CASE REFERENCE ,CASE DATE,SERVICE TYPE,CLASSIFICATION,CASE TEXT,ADDRESS,DECISION TARGET DATE,STATUS,CODETEXT,GEO X,GEO Y ,DECISION DATE,DECISION,DECISION TYPE,DECISION NOTICE DATE,APPEAL DECISION DATE,PUBLIC CONSULTATION START DATE,PUBLIC CONSULTATION END DATE,WARD
17/00162/HSE,20/02/2017,HSE,Q21,Conservatory to side,"6 Greenacres Drive
Shelf
Halifax
West Yorkshire
HX3 7QS
",17/04/2017,1,1,412581,428790,06/04/2017,1,DEL,06/04/2017,,07/03/2017,31/03/2017,8
17/00163/FUL,20/02/2017,FUL,Q18,Demolition of existing garage to facilitate new dwelling,"2 The Grove
Hipperholme
Brighouse
Calderdale
HX3 8JN
",17/04/2017,1,1,412609,425843,13/04/2017,1,DEL,13/04/2017,,07/03/2017,28/03/2017,5
10/00402/DEVAC,10/02/2017,DEVAC,DEVAC,Submission of information for the Local Planning Authority to consider if the development is acceptable,"14 Jackson Meadows
Barkisland
Sowerby Bridge
Halifax
West Yorkshire
HX4 0DD",14/04/2017,REPLY,REPLY,405165,420156,14/07/2017,REPLY,,14/07/2017,,,,12
16/01659/HSE,21/12/2016,HSE,Q21,First floor extension to side,"Wyngate
30 Green Lane
Halifax
West Yorkshire
HX2 7JJ
",15/02/2017,1,1,407248,424399,09/02/2017,1,DEL,09/02/2017,,09/01/2017,03/02/2017,14
16/06017/EIA,23/12/2016,EIA,EIA,Re - screening opinion persuant to the Mytholmroyd Flood Alleviation Scheme. (Amended site area),"Junction Of New Road And Burnley Road
New Road
Mytholmroyd
Hebden Bridge
Calderdale

",13/01/2017,EIAN,EIAN,401232,425991,10/02/2017,EIAN,DEL,10/02/2017,,,12/01/2017,7
16/42050/42DAYS,22/12/2016,42DAYS,,"Prior approval application for proposed single storey extension to rear, extending out by 3.6 metres, maximun height 3.6 metres, 2.7 metres to eaves","40 Gibb Lane
Mount Tabor
Halifax
Calderdale
HX2 0UG
",26/01/2017,32,32,405888,427447,27/01/2017,32,DEL,27/01/2017,,23/12/2016,15/01/2017,17
16/01675/FUL,23/12/2016,FUL,Q13,Conversion of third floor to form three flats,"2 Silver Street & 41A Crown Street
Halifax
Calderdale

",14/03/2017,1,1,409197,425209,13/03/2017,1,DEL,13/03/2017,,25/01/2017,03/03/2017,16
16/01676/LBC,23/12/2016,LBC,Q23,Internal alterations to facilitate conversion of third floor to form three flats (Listed Building Consent),"2 Silver Street & 41A Crown Street
Halifax
Calderdale

",17/02/2017,3,3,409197,425209,17/02/2017,3,DEL,17/02/2017,,11/01/2017,10/02/2017,16
16/01663/LBC,23/12/2016,LBC,Q23,Relocation of bar area including provision of new bars and fittings and associated alterations (Listed Building Consent),"Dusty Miller Hotel
Burnley Road
Mytholmroyd
Hebden Bridge
Calderdale
HX7 5LH
",26/04/2017,3,3,401241,426049,03/05/2017,3,DEL,03/05/2017,,,27/04/2017,7
16/01677/HSE,23/12/2016,HSE,Q21,Alterations to side extension to create extended living accommodation,"190 Towngate
Clifton
Brighouse
Calderdale
HD6 4HH
",17/02/2017,1,1,416325,422613,16/02/2017,1,DEL,16/02/2017,,10/01/2017,17/02/2017,1
16/01293/DISC1,23/12/2016,DISC1,DISC,Submission of information to Discharge Conditions on application 16/01293- condition 2,"Morrisons
Rochdale Road
Todmorden
Calderdale
OL14 6LG
",17/02/2017,PCOMP,PCOMP,393415,423796,08/02/2017,PCOMP,,08/02/2017,,,25/01/2017,15
15/00584/DISC2,23/12/2016,DISC2,DISC,Submission of information to Discharge Conditions on application 15/00584- condition 12,"Slade Lane Works
Slade Lane
Rastrick
Brighouse
Calderdale
HD6 3PP
",17/02/2017,NCOMP,NCOMP,413520,420715,08/05/2017,NCOMP,,08/05/2017,,,01/02/2017,11
17/00011/HSE,04/01/2017,HSE,Q21,"Dormer to rear, 1 roof light to rear and two to the front","Apartment 15 Samuels Cottage
The Cottage Courtyard
Stafford Avenue
Halifax
Calderdale
HX3 0DF
",01/03/2017,1,1,409244,423667,14/03/2017,1,DEL,14/03/2017,,12/01/2017,27/02/2017,13
16/01315/COU,06/10/2016,COU,Q20,Change of use from dwelling (Class C3) to a dwelling for supported living with linked self contained unit to lower ground floor (Class C3b),"155 Huddersfield Road
Halifax
West Yorkshire
HX3 0AH
",18/01/2017,1,1,409450,423706,17/01/2017,1,DEL,18/01/2017,,10/11/2016,06/01/2017,13
16/01318/LBC,07/10/2016,LBC,Q23,"Conversion of barn and former cottage to residential, conversion of existing outbuilding to studio  and the renovation of the existing farmhouse (Listed Building Consent)","New Edge Farm
Edge Lane
Heptonstall
Hebden Bridge
Calderdale
HX7 7PG
",24/01/2017,3,3,395482,429387,10/07/2017,3,DEL,10/07/2017,,18/04/2017,09/05/2017,2
17/20107/TPO,29/06/2017,TPO,TPO,Prune four trees and fell one tree (Tree Preservation Order),"14 Park Close
Lightcliffe
Brighouse
West Yorkshire
HX3 8SQ
",24/08/2017,4,4,413182,425371,22/08/2017,4,DEL,22/08/2017,,05/07/2017,01/08/2017,5
17/20108/TPO,29/06/2017,TPO,TPO,Fell five trees (Tree Preservation Order),"Bankhouse Wood
Dudwell Lane
Halifax
Calderdale

",24/08/2017,4,4,409556,422797,22/08/2017,4,DEL,22/08/2017,,05/07/2017,02/08/2017,13
14/01464/NMA,14/07/2017,NMA,NMA,Non Material amendment to application 14/01464 to amend model of turbine to be installed.,"Land South Of Green Holes Farm
Coal Gate Road
Ripponden
Sowerby Bridge
Calderdale

",07/08/2017,,PCO,401748,419928,,,,,,,04/08/2017,12
17/00800/192,27/06/2017,192,Q26,Detached annex building ancillary to existing dwelling (Lawful Development Certificate),"20 Green Park Avenue
Halifax
Calderdale
HX3 0SR
",22/08/2017,36,36,409408,422875,07/08/2017,36,DEL,07/08/2017,,,07/07/2017,13
17/00933/FUL,28/07/2017,FUL,,Partial demolition and remodelling,"St Andrews Methodist Church
Huddersfield Road
Halifax
Calderdale
HX3 0AT
",,,INV,409566,423392,,,,,,,,13
17/00943/LBC,01/08/2017,LBC,Q23,Alterations to existing horizontal lock gearing to the tail gates at Lock 31.,"Light Bank Lock 31
Tow Path Rochdale Canal Holmcoat Lock To Boundary At Warland
Sowerby Bridge
Calderdale

",26/09/2017,,PCO,393785,421292,,,,,,07/08/2017,08/09/2017,15
17/00959/FUL,03/08/2017,FUL,Q15,Raise section of roof,"Rose Hill Mills
Beech Road
Sowerby Bridge
Calderdale
HX6 2JT
",04/10/2017,,PCO,406106,423848,,,,,,16/08/2017,06/09/2017,14
17/00974/HSE,08/08/2017,HSE,Q21,"Raising of roof including dormers to front, rear and side (north) elevations.  Extended canopy to front elevation with inclusion of balcony above and alterations to existing window openings to front elevation.","26 Broomfield Avenue
Skircoat Green
Halifax
Calderdale
HX3 0JF
",03/10/2017,,PCO,408674,423282,,,,,,15/08/2017,05/09/2017,13
15/00697/DISC1,03/11/2016,DISC1,DISC,Submission of details to comply with condition 2 to permission 15/00697,"Hartsoil House
Highmoor Lane
Clifton
Brighouse
West Yorkshire
BD19 6LW
",29/12/2016,PCOMP,PCOMP,417106,424345,15/02/2017,PCOMP,,15/02/2017,,,,1
16/01462/FUL,10/11/2016,FUL,Q20,Change of use from General Industrial (B2) to Childrens Day Nursery (D1),"8 & 10 Victoria Road
Sowerby Bridge
Calderdale
HX6 3AE
",26/01/2017,1,1,405907,423378,09/02/2017,1,DEL,09/02/2017,,08/12/2016,12/01/2017,14
16/56020/CLAS3Q,09/11/2016,CLAS3Q,,Prior approval application for a change of use from agricultural building to a dwelling (C3) and associated operational development,"Barn North Of Shireburn
Rud Lane
Cragg Vale
Hebden Bridge
Calderdale

",,,APPRET,399547,423297,,,,,,,,7
16/20228/TPO,17/11/2016,TPO,TPO,"Fell one tree and prune two trees (Tree Preservation Order)
","Land Off
Dyer Lane
Wheatley
Halifax
Calderdale

",12/01/2017,4,4,407552,426564,31/01/2017,4,COMM,03/02/2017,,19/01/2017,27/12/2016,9
16/01494/192,18/11/2016,192,Q26,Dormer to rear (Lawful Development Certificate),"11 Old Mill Grove
Highroad Well
Halifax
Calderdale
HX1 3TX
",13/01/2017,44,44,407127,424750,13/01/2017,44,DEL,13/01/2017,,,02/12/2016,10
16/01495/192,18/11/2016,192,Q26,Dormer window to rear (Lawful Development Certificate),"24 Ing Head Terrace
Brighouse And Denholme Gate Road
Shelf
Halifax
West Yorkshire
HX3 7LB
",26/01/2017,44,44,411973,427735,26/01/2017,44,DEL,26/01/2017,,,06/01/2017,8
16/01061/DISC1,28/11/2016,DISC1,,"To take down part of existing garage and concrete floor, form new foundation and rebuild, making garage approximately 1 metre wider.  Widen drive access to garage.","Malayka Cottage
Sutcliffe Wood Lane
Hipperholme
Brighouse
Calderdale
HX3 8PS
",,,REC,412176,424888,,,,,,,,5
16/01556/CON,30/11/2016,CON,,Conversion of barn to dwelling.,"Middle Midgelden Farm
Bacup Road
Todmorden
Calderdale
OL14 7HW
",,,INV,390560,423953,,,,,,,15/12/2016,15
16/01557/LBC,30/11/2016,LBC,Q23,Conversion of barn to dwelling (Listed Building Consent),"Middle Midgelden Farm
Bacup Road
Todmorden
Calderdale
OL14 7HW
",08/06/2017,,PCO,390560,423953,,,,,,,02/06/2017,15
16/01548/HSE,29/11/2016,HSE,Q21,single storey rear extension.,"12 Stile Road
Todmorden
Calderdale
OL14 5NU
",24/01/2017,1,1,393451,425061,24/01/2017,1,DEL,24/01/2017,,07/12/2016,28/12/2016,15
16/01549/FUL,28/11/2016,FUL,Q18,Agricultural Building,"Hill House Farm
Clough House Lane
Barkisland
Sowerby Bridge
Calderdale
HX4 0AP
",13/02/2017,1,1,405842,419083,20/02/2017,1,DEL,20/02/2017,,,15/02/2017,12
16/20238/TPO,01/12/2016,TPO,TPO,Fell one tree (Tree Preservation Order),"Acre Lodge
Birdcage Lane
Halifax
Calderdale
HX3 0JQ
",26/01/2017,4,4,408563,423387,13/01/2017,4,DEL,16/01/2017,,12/12/2016,06/01/2017,13
16/01564/HSE,01/12/2016,HSE,Q21,Dormer to side and rear,"116 Woodhouse Lane
Brighouse
West Yorkshire
HD6 3TH
",26/01/2017,1,1,414979,421825,24/01/2017,1,DEL,25/01/2017,,12/12/2016,06/01/2017,11
16/01567/HSE,02/12/2016,HSE,Q21,Replacement porch,"7 Brook Cottages
Alma Lane
Ripponden
Sowerby Bridge
Calderdale
HX6 3ES
",27/01/2017,1,1,402949,421471,27/01/2017,1,DEL,27/01/2017,,,13/01/2017,12
16/01568/192,02/12/2016,192,Q26,Use of premises as a home for up to two children or young people with up to two full - time resident carers sleeping overnight and living together as a single household (Lawful Development Certificate),"6 Hazel Drive
Illingworth
Halifax
Calderdale
HX2 9NB
",15/02/2017,44,44,406968,429188,14/02/2017,44,DEL,14/02/2017,,,03/02/2017,6
16/01569/FUL,02/12/2016,FUL,Q13,Demolition of existing building and dwelling and construction of replacement dwelling,"Stoneleigh Farm
Brighouse And Denholme Gate Road
Shelf
Halifax
Calderdale

",08/02/2017,11,11,411983,427515,09/02/2017,11,DEL,09/02/2017,,30/12/2016,08/02/2017,8
16/20239/TPO,21/11/2016,TPO,,Prune two trees (Tree Preservation Order),"207 Wakefield Road
Lightcliffe
Brighouse
Calderdale
HX3 8TP
",,,APPRET,414219,425354,,,,,,,,5
16/01586/FUL,06/12/2016,FUL,,Industrial unit for use in connection with adjacent motorbike showroom,"The Tannery
Bradford Road
Northowram
Halifax
Calderdale
HX3 7HR
",,,APPRET,411402,427103,,,,,,,,8
16/01633/HSE,15/12/2016,HSE,Q21, Extension to dwelling,"1 Horsfall Cottages
Horsfall Street
Todmorden
Calderdale
OL14 8SR
",09/03/2017,1,1,395473,424730,07/04/2017,1,DEL,07/04/2017,,27/01/2017,11/04/2017,2
16/01594/HSE,07/12/2016,HSE,Q21,Two storey side extension,"Ingle Dene
Keighley Road
Hebden Bridge
Calderdale
HX7 8QJ
",01/02/2017,1,1,399579,429255,28/02/2017,1,DEL,28/02/2017,,19/12/2016,19/01/2017,2
16/01610/FUL,09/12/2016,FUL,Q13,Detached two bed residential unit providing manager's accommodation in association with the commercial use of Lower Brockholes Farm (Part Retrospective),"Lower Brockholes Farm
Lane Head Lane
Causeway Foot
Halifax
Calderdale
HX2 8XQ
",09/03/2017,26,PDE,406561,429498,14/06/2017,26,COMM,,,31/05/2017,22/02/2017,6
16/01612/HSE,09/12/2016,HSE,Q21,Form bedroom and bathroom to ground floor for a disabled person,"Darcia House
1 Wesleyan Fold
Upper Lane
Northowram
Halifax
Calderdale
HX3 7EE
",28/02/2017,1,1,411099,426842,28/02/2017,1,DEL,28/02/2017,,12/01/2017,10/02/2017,8
16/01617/FUL,12/12/2016,FUL,Q13,Increase number of residential apartments from 3 approved on application 15/00793/FUL to 4 no by utilising the roof space of the building,"Land Adjacent To 1
Birdcage
Halifax
Calderdale

",10/03/2017,1,1,409951,425608,09/03/2017,1,DEL,09/03/2017,,23/01/2017,23/03/2017,8
16/01380/DISC1,13/12/2016,DISC1,DISC,Submission of information to Discharge Conditions on application 16/01380 - Condition 2,"32 Northgate
Heptonstall
Hebden Bridge
West Yorkshire
HX7 7ND
",07/02/2017,PCOMP,PCOMP,398757,428136,18/01/2017,PCOMP,,18/01/2017,,,,2
16/01101/DISC1,08/12/2016,DISC1,DISC,Submission of details to comply with condition 3 to permission 16/01101,"Jalna
61A Newlands Grove
Northowram
Halifax
Calderdale
HX3 7HZ
",08/02/2017,PCOMP,PCOMP,411312,427368,18/01/2017,PCOMP,,18/01/2017,,,04/01/2017,8
15/00129/NMA,16/12/2016,NMA,NMA,Non Material Amendment to application 15/00129 Reduction in size of proposed Valet/Inspection Building.,"British Car Auctions 
Armytage Road
Brighouse
Calderdale
HD6 1XE",08/02/2017,NMAA,NMAA,416004,422012,14/07/2017,NMAA,DEL,14/07/2017,,,,1
16/01660/HSE,21/12/2016,HSE,Q21,Two storey rear extension (Revised Scheme to 16/01090),"Delamere
Krumlin Road
Scammonden Road
Barkisland
Sowerby Bridge
West Yorkshire
HX4 0AX
",06/03/2017,1,1,405698,418841,06/03/2017,1,DEL,06/03/2017,,17/01/2017,10/02/2017,12
17/00007/LBC,03/01/2017,LBC,Q23,"Refurbishment and alterations to Offices, 3rd Floor, Bowling Mill (Listed Building Consent)","Bowling Mill
Dean Clough Mills
Dean Clough
Halifax
Calderdale

",28/02/2017,3,3,409193,425768,28/02/2017,3,DEL,28/02/2017,,,10/02/2017,16
17/00285/HSE,06/03/2017,HSE,Q21,Two Storey Extension,"2 Caygill Terrace
Halifax
Calderdale
HX1 2RB
",01/05/2017,1,1,409257,424515,27/04/2017,1,DEL,27/04/2017,,23/03/2017,27/04/2017,13
17/00276/HSE,03/03/2017,HSE,Q21,Two storey rear extension,"1 Grasmere Grove
Mayfield
Norwood Green
Brighouse
Calderdale
HX3 8QW
",28/04/2017,11,11,413743,426973,26/04/2017,11,DEL,26/04/2017,,22/03/2017,24/04/2017,5
17/00288/HSE,06/03/2017,HSE,Q21,Extension and alterations to existing single storey extension (Amended scheme to 16/01529),"124 Wakefield Road
Lightcliffe
Brighouse
Calderdale
HX3 8TH
",01/05/2017,1,1,413786,425365,26/04/2017,1,DEL,26/04/2017,,24/03/2017,14/04/2017,5
16/00746/DISC2,17/03/2017,DISC2,DISC,Submission of information to Discharge Conditions on application 16/00746 - condition 3,"Lidl Uk
Carr House Road
Shelf
Halifax
Calderdale
HX3 7RJ
",15/05/2017,PCOMP,PCOMP,413056,429051,07/08/2017,PCOMP,,07/08/2017,,,18/04/2017,8
17/00397/FUL,27/03/2017,FUL,Q08,Demolition of existing office building (B1)  and the construction of a 2 storey office and research facility (B1)  including associated external landscaping and vehicle /cycle parking,"Riverside House 
North Dean Business Park
Stainland Road
Elland
Calderdale
HX4 8LR
",26/07/2017,1,1,409664,421940,16/08/2017,1,DEL,16/08/2017,,,15/08/2017,16
15/00621/DISC2,27/03/2017,DISC2,DISC,"Submission of information to discharge conditions 2, 4,on 15/00621/FUL","96 Rayner Road
Brighouse
Calderdale
HD6 2BH
",22/05/2017,,PCO,414235,423595,,,,,,,04/05/2017,1
17/00406/192,27/03/2017,192,,"New single storey rear extension to the rear of the property. External wall to be removed to create walk through into new extension, and two new wall created to the left and right of new extension with a fully glazed lean-to in between.  New lean-to to be created of thermally broken aluminum and glazing. 

Please see drawings for further details on how the new extension will look.","1 Back Croft
Rishworth
Sowerby Bridge
Calderdale
HX6 4QD
",,,APPRET,403420,418183,,,,,,,,12
17/00424/HSE,30/03/2017,HSE,Q21,Demolition of existing conservatory to facilitate single storey extension to rear and new raised patio,"Tall Trees House
3 Forresters
Stainland
Elland
Calderdale
HX4 9EG
",25/05/2017,1,1,407903,419456,25/05/2017,1,DEL,25/05/2017,,24/04/2017,18/05/2017,4
15/00352/NMA,29/03/2017,NMA,NMA,Single storey garden room extension,"90 Trimmingham Lane
Halifax
Calderdale
HX2 7PT
",18/05/2017,NMAA,NMAA,407020,424645,19/07/2017,NMAA,DEL,19/07/2017,,,,17
16/01379/HSE,20/10/2016,HSE,Q21,"First floor extension to front, rear and side and conversion of integral garage to living space.","12 Regal Close
Rishworth
Sowerby Bridge
West Yorkshire
HX6 4RP
",19/12/2016,1,1,403044,418287,30/11/2016,1,DEL,30/11/2016,,01/11/2016,02/12/2016,12
16/01573/TNO,02/12/2016,TNO,TNO,"Installation of a 20m high shrouded monopole supporting 3 antennas, 2 dishes and the installation of 3 equipment cabinets with ancillary works","Land At Allotment Gardens
Rochdale Road
Triangle
Sowerby Bridge
West Yorkshire

",24/01/2017,18,18,404564,422485,13/02/2017,18,DEL,13/02/2017,,13/12/2016,08/02/2017,12
13/01274/NMA,06/12/2016,NMA,NMA,Non material amendment to application 13/01274/CON to amend access,"Portsmouth Mill
Burnley Road
Todmorden
Calderdale
OL14 7EZ
",27/12/2016,NMAR,NMAR,389808,426336,25/01/2017,NMAR,DEL,25/01/2017,,,21/12/2016,15
16/01592/191,07/12/2016,191,Q26,Construction of two dwellings (Implementation of application 99/01668/FUL) (Lawful Development Certificate),"Land Off
Colden Road
Hebden Bridge
Calderdale

",06/02/2017,44,44,398361,427565,13/04/2017,44,DEL,13/04/2017,,16/12/2016,06/01/2017,2
16/01650/HSE,20/12/2016,HSE,Q21,"First floor side extension above existing garage, garage/house link and covered garden seating area at basement level to rear (revised scheme to 16/01130/HSE)","275 Saddleworth Road
Greetland
Elland
Calderdale
HX4 8LZ
",14/02/2017,1,1,408666,421006,09/02/2017,1,DEL,09/02/2017,,10/01/2017,03/02/2017,4
17/00021/FUL,03/01/2017,FUL,Q13,Residential development of four detached houses (As permitted on application 13/01101),"Land Opposite Tetrodena Kennels
Break Neck Lane
Hipperholme
Brighouse
Calderdale

",28/02/2017,1,1,411435,425678,07/07/2017,1,DEL,07/07/2017,,12/01/2017,16/05/2017,5
17/00018/HSE,03/01/2017,HSE,Q21,Two storey side/rear extension and single storey rear extension,"22 Lower Clay Pits
Halifax
Calderdale
HX1 4QQ
",28/02/2017,1,1,407534,425712,24/02/2017,1,DEL,24/02/2017,,12/01/2017,03/02/2017,17
16/00388/DISC1,11/01/2017,DISC1,DISC,"Submission of details to comply with conditions to permission 16/00388, Nos. 12, 14 and 15","Land South Of Ainleys Industrial Estate
Ainley Bottom
Elland
Calderdale

",08/03/2017,,PCO,411024,420010,,,,,,,02/02/2017,3
17/00050/RES,12/01/2017,RES,Q18,Residential development of four dwellings. (Reserved matters pursuant to planning application 16/00191/OUT)(Revised Scheme to 16/01275),"Lower Horley Green Farm
Horley Green Road
Halifax
Calderdale
HX3 6AX
",09/03/2017,2,2,410047,426076,09/03/2017,2,DEL,09/03/2017,,23/01/2017,17/02/2017,8
16/01637/WAS,15/12/2016,WAS,Q06,"Aggregate Recycling Facility Comprising of the Importation, Storage and Treatment of Non-Hazardous Inert and Excavation Materials (Part Retrospective)","Land At Holmfield Industrial Estate
Holmfield
Halifax
Calderdale
HX2 9TN
",16/03/2017,,PCO,408606,428967,,,,,,04/01/2017,15/02/2017,6
16/01638/VAR,16/12/2016,VAR,,Variation of condition 2 on approval 06/00477/CON to allow drawing SK01-13/12/2016 to be substituted for the approved plan,"Intake Farm
Stainland Dean
Stainland
Elland
Calderdale
HX4 9QA
",,,APPRET,406568,418368,,,,,,,,4
16/01640/LBC,19/12/2016,LBC,Q23,Repair/replacement of fixed skylight and east facing upper window (Listed Building Consent),"6 Garnet Street
Hebden Bridge
Calderdale
HX7 6AL
",13/02/2017,3,3,399087,427245,13/02/2017,3,DEL,13/02/2017,,04/01/2017,03/02/2017,2
16/20247/TPO,13/12/2016,TPO,TPO,Prune Trees (Tree Preservation Order),"Site Of
Feversham Grange
Halifax
Calderdale

",07/02/2017,4,4,408800,423098,08/02/2017,4,DEL,08/02/2017,,23/12/2016,13/01/2017,13
14/00489/DISC1,03/01/2017,DISC1,DISC,"Submission of details to comply with conditions to permission 14/00489 nos.2,3,4,5,6,10,12,13,14,15,16 and 17","Grove Inn
Burnley Road
Luddenden Foot
Halifax
Calderdale
HX2 6HS
",28/02/2017,,PCO,402830,426042,,,,,,,26/01/2017,7
14/00490/DISC1,03/01/2017,DISC1,DISC,"Submission of details to comply with conditions to permission 14/00490 nos. 2,3,4,5,6  7","Grove Inn
Burnley Road
Luddenden Foot
Sowerby Bridge
Calderdale
HX2 6HS
",28/02/2017,,PCO,402830,426042,,,,,,,,7
17/00028/TNO,09/01/2017,TNO,TNO,"Installation of 15m high monopole supporting 1 Omni antenna, equipment  housing cabinet and associated ancillary development including 2.1 m high palisade fence with access gate (Telecommunication Notification)","Telecommunications Mast 10196
Hartshead Moor M62 Service Area Eastbound
Highmoor Lane
Clifton
Brighouse
Calderdale

",03/03/2017,18,18,416827,423953,03/03/2017,18,DEL,03/03/2017,,17/01/2017,10/02/2017,1
08/01155/DEVAC,09/01/2017,DEVAC,,Submission of information for the Local Planning Authority to consider if the development is acceptable,"3 Delf Hill
Rastrick
Brighouse
West Yorkshire
HD6 3NL
",06/03/2017,REPLY,REPLY,413502,421090,01/02/2017,REPLY,DEL,12/01/2017,,,23/01/2017,1
