Wakefield Council Purchase Card Spend for Quarter 1st July 2018 to 30th September 2018,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Organisation Name,Organisation Code,Effective Date,Directorate,Service (Sercop),SERCOP URI,Supplier Name,Purpose of Spend,Type,TransNo,Seq No,Payment Date,Net Amount,Irrecoverable VAT,Merchant Category,P-Card Tran,Contract,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,28/09/2018,161045,343,16.78,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,24/08/2018,161035,282,16.78,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,06/08/2018,161031,624,16.86,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,14/09/2018,161041,417,17.83,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,17/07/2018,161025,312,17.99,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,28/09/2018,161045,432,18.19,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,14/09/2018,161041,419,18.19,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,28/09/2018,161045,434,18.65,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,14/09/2018,161041,420,18.65,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,06/08/2018,161031,611,18.72,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,06/08/2018,161031,612,18.72,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,06/08/2018,161031,253,18.80,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,14/09/2018,161041,421,18.92,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,06/08/2018,161031,613,19.98,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,24/08/2018,161035,283,20.58,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,06/08/2018,161031,622,20.75,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,26/09/2018,161044,374,20.92,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,14/09/2018,161041,415,21.98,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,28/09/2018,161045,433,22.56,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,26/09/2018,161044,370,22.56,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,26/09/2018,161044,372,22.56,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,28/09/2018,161045,342,22.83,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,28/09/2018,161045,431,23.65,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,06/08/2018,161031,461,25.10,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,06/08/2018,161031,621,25.98,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,26/09/2018,161044,367,27.02,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,26/09/2018,161044,366,28.38,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,26/09/2018,161044,368,28.38,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,26/09/2018,161044,371,30.27,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,28/09/2018,161045,341,31.64,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,17/07/2018,161025,313,31.74,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,06/08/2018,161031,254,31.74,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,26/09/2018,161044,369,31.74,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,06/08/2018,161031,252,32.02,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,06/08/2018,161031,615,32.97,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,06/08/2018,161031,620,35.28,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,17/07/2018,161025,204,35.98,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,06/08/2018,161031,462,36.25,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,06/08/2018,161031,463,39.99,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,06/08/2018,161031,626,40.20,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,28/09/2018,161045,340,40.56,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,06/08/2018,161031,609,40.72,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,17/07/2018,161025,311,43.50,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,06/08/2018,161031,618,45.00,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,28/09/2018,161045,435,47.22,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,14/09/2018,161041,422,47.22,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,17/07/2018,161025,205,50.75,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,24/08/2018,161035,284,54.04,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,28/09/2018,161045,437,55.72,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,06/08/2018,161031,614,56.25,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,06/08/2018,161031,625,56.58,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,17/07/2018,161025,314,57.99,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,06/08/2018,161031,623,65.50,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,06/08/2018,161031,619,101.40,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,4,Children´s and Education Services,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,09/07/2018,161022,325,4.62,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,4,Children´s and Education Services,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,09/07/2018,161022,326,4.62,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,4,Children´s and Education Services,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,09/07/2018,161022,665,8.31,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,4,Children´s and Education Services,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,09/07/2018,161022,324,9.40,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,4,Children´s and Education Services,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,09/07/2018,161022,664,12.47,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,4,Children´s and Education Services,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,09/07/2018,161022,663,13.27,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,4,Children´s and Education Services,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,09/07/2018,161022,327,14.48,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,4,Children´s and Education Services,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,09/07/2018,161022,667,15.66,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,4,Children´s and Education Services,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,09/07/2018,161022,666,17.35,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,4,Children´s and Education Services,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,09/07/2018,161022,323,19.47,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,4,Children´s and Education Services,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,09/07/2018,161022,328,19.99,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,4,Children´s and Education Services,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,09/07/2018,161022,322,81.24,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,BRICK BOX,Assistance to Families (Section 34),Revenue,14/09/2018,161041,260,8.00,Nil,GAME TOY AND HOBBY SHOPS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,BRICK BOX,Assistance to Families (Section 34),Revenue,06/08/2018,161031,565,29.00,Nil,GAME TOY AND HOBBY SHOPS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,BRIDLINGTON FORUM,Holidays & Outings,Revenue,26/09/2018,161044,110,20.00,Nil,THEATRICAL PRODUCERS(EXCL MOTION PIX)TICKET AGNCY,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,BRIDLINGTON FORUM,Holidays & Outings,Revenue,24/08/2018,161035,302,4.80,Nil,THEATRICAL PRODUCERS(EXCL MOTION PIX)TICKET AGNCY,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,BUSINESS,A,Net (Surplus) / Deficit of Trading Operations,BRITANNIA,Training Expenses,Revenue,25/07/2018,161028,25,70.83,Nil,LODGING-HOTELSMOTELSRESORTS-NOT CLASSIFIED,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,N,Planning Services,BRITISH COUNCIL,Conference Expenses,Revenue,14/09/2018,161041,485,175.00,Nil,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,N,Planning Services,BRITISH COUNCIL,Conference Expenses,Revenue,14/09/2018,161041,483,175.00,Nil,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,6,Housing Services,BRITISH GAS,Gas,Revenue,06/08/2018,161031,25,5.00,Nil,UTLTS-ELCTRC GAS HEATING OIL SANITARY WATER,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,6,Housing Services,BRITISH GAS,Gas,Revenue,06/08/2018,161031,1,10.00,Nil,UTLTS-ELCTRC GAS HEATING OIL SANITARY WATER,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,6,Housing Services,BRITISH GAS,Gas,Revenue,06/08/2018,161031,449,10.00,Nil,UTLTS-ELCTRC GAS HEATING OIL SANITARY WATER,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,6,Housing Services,BRITISH GAS,Electricity,Revenue,06/08/2018,161031,24,5.00,Nil,UTLTS-ELCTRC GAS HEATING OIL SANITARY WATER,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,6,Housing Services,BRITISH GAS,Electricity,Revenue,06/08/2018,161031,2,10.00,Nil,UTLTS-ELCTRC GAS HEATING OIL SANITARY WATER,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,6,Housing Services,BRITISH GAS,Electricity,Revenue,06/08/2018,161031,386,10.00,Nil,UTLTS-ELCTRC GAS HEATING OIL SANITARY WATER,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,BRITISH HEART FOUNDATION,Personal Allowance,Revenue,23/07/2018,161026,244,16.67,Nil,ORGANIZATIONS CHARITABLE AND SOCIAL SERVICES,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,BRITISH HEART FOUNDATION,Personal Allowance,Revenue,23/07/2018,161026,243,110.00,Nil,ORGANIZATIONS CHARITABLE AND SOCIAL SERVICES,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,BRITISH HEART FOUNDATION,Leaving Care Grants Ssclient,Revenue,24/08/2018,161035,54,20.83,Nil,ORGANIZATIONS CHARITABLE AND SOCIAL SERVICES,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,BRITISH HEART FOUNDATION,Leaving Care Grants Ssclient,Revenue,21/09/2018,161043,265,50.00,Nil,ORGANIZATIONS CHARITABLE AND SOCIAL SERVICES,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,BRITISH HEART FOUNDATION,Leaving Care Grants Ssclient,Revenue,24/08/2018,161035,53,95.00,Nil,ORGANIZATIONS CHARITABLE AND SOCIAL SERVICES,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,M,Environmental and Regulatory Services,BRITISH STANDARDS,Equipment,Revenue,09/07/2018,161022,1136,198.00,Nil,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,BUSINESS,8,Corporate and Democratic Core,BROWNS DRY CLEANERS LTD,Clothing,Revenue,14/09/2018,161041,212,20.95,Nil,DRY CLEANERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,M,Environmental and Regulatory Services,BROWNS LADDERS,Equipment,Revenue,07/09/2018,161038,427,75.62,Nil,HARDWARE STORES,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,P,Public Health,BUBBLE FOOTBALL CLUB,Equipment,Revenue,06/08/2018,161031,110,83.33,Nil,SPORTING GOODS STORES,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,6,Housing Services,BUILT ENVIRONMENT NETWORK,Course Fees,Revenue,14/08/2018,161033,34,125.00,Nil,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,BUMPY LTD,Holidays & Outings,Revenue,27/07/2018,161030,16,35.00,Nil,ORGANIZATIONS CHARITABLE AND SOCIAL SERVICES,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,BUMPY LTD,Holidays & Outings,Revenue,27/07/2018,161030,77,35.00,Nil,ORGANIZATIONS CHARITABLE AND SOCIAL SERVICES,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,BUNZL HEALTHCARE,Personal Needs,Revenue,23/07/2018,161026,1102,134.40,Nil,CLEANING AND MAINTENANCE JANITORIAL SERVICES,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,BURGER KING,Holidays & Outings,Revenue,31/08/2018,161037,30,8.15,Nil,EATING PLACES RESTAURANTS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,BURGER KING,Holidays & Outings,Revenue,06/08/2018,161031,150,12.51,Nil,EATING PLACES RESTAURANTS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,L,Cultural and Related Services,CABOODLE,Items For Resale,Revenue,07/09/2018,161038,146,62.20,Nil,STATIONERY/OFFICE SUPPLIES/PRINTING & WRITING PAP.,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,CAFÉ NERO,Assistance to Families (Section 34),Revenue,21/09/2018,161043,240,5.54,Nil,EATING PLACES RESTAURANTS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,CALDER ISLAND,Holidays & Outings,Revenue,09/07/2018,161022,900,48.67,Nil,EATING PLACES RESTAURANTS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,L,Cultural and Related Services,CALDER PARK,Purchase of Food & Drink,Revenue,28/09/2018,161045,121,3.29,Nil,SERVICE STATIONS WITH OR WITHOUT ANCILLARY SERVICE,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,L,Cultural and Related Services,CALDER SECURITY,Equipment,Revenue,07/09/2018,161038,25,35.00,Nil,HARDWARE STORES,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,L,Cultural and Related Services,CALDER SECURITY,Equipment,Revenue,27/07/2018,161030,52,215.80,Nil,HARDWARE STORES,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,L,Cultural and Related Services,CALDER SECURITY,Equipment,Revenue,07/09/2018,161038,303,31.28,Nil,HARDWARE STORES,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,L,Cultural and Related Services,CALDER SECURITY,Equipment,Revenue,07/09/2018,161038,301,34.16,Nil,HARDWARE STORES,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,M,Environmental and Regulatory Services,CALDER SECURITY,Equipment,Revenue,06/08/2018,161031,602,14.45,Nil,HARDWARE STORES,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,L,Cultural and Related Services,CALDER SECURITY,Equipment,Revenue,09/07/2018,161022,858,59.50,Nil,HARDWARE STORES,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,M,Environmental and Regulatory Services,CALDER SECURITY,Consumable Items,Revenue,14/08/2018,161033,24,17.00,Nil,HARDWARE STORES,GPC,Not Yet Available,,,,,,
