Ratepayer,Property Reference,Property Address,Billing Address,RV,Net Debit ,Liability Start Date
W W Leese [Hx] Ltd,65612715,"Unit 1 Lower Brea, Leeds Road, Halifax, HX3 7AQ","Lower Brear, Leeds Road, Stump Cross, Halifax, HX3 7AQ",910,0,04/01/14
,64288722,"Market Stall 27-28, Market Hall, Borough Market, Halifax             HX1 1DZ",,5900,0,05/18/14
,68564704,"Unit 1A, Nr Elizabeth House, Shroggs Road, Halifax              HX3 5HA",,2750,0,12/01/13
,64488702,"19 Carlton Street, Halifax, HX1 2AL",,1850,895.4,07/01/14
Lancaster Consultancy Hr Ltd,76256786,"1ST Floor Unit 4, Beehive Mills, Hebble End, Hebden Bridge        HX7 6HJ","Unit 4 Beehive Mills, Hebble End, Hebden Bridge, HX7 6HJ",1800,0,08/01/14
Home Improvement Supplies Ltd,29608766,"Part Unit 4, Robin Hood Works, Wakefield Road, Brighouse            HD6 1PE","Unit 2/3, Robinhood Works, Wakefield Road, Brighouse, HD6 1PE",8300,4017.2,02/01/15
,68536835,"Unit 3A, Drakes Industrial Estate, Shay Lane, Halifax              HX3 6RL",,1750,0,12/21/14
Telefonica Uk Ltd,68708724,"02 (37843) Rooftop, 23 Square Road, Halifax, HX1 1QG","C/O Cluttons Llp, Portman House, 2 Portman Street, London, W1H 6DU",8400,4065.6,04/01/10
,65264118,"118 Hanson Lane, Halifax, HX1 5PG",,2075,0,03/01/14
,64484704,"5 Carlton Place, Halifax, HX1 2SB",,9300,2475.93,06/30/14
,78408784,"Unit 5, Salford Industrial Estate, Salford, Todmorden           OL14 5BT",,2900,0,04/01/14
Blackshaw Holdings Ltd,29056750,"Unit 27 Birkby House, Birkby Lane, Bailiff Bridge, Brighouse            HD6 4JJ","St Bernards Mill, Gelderd Road, Gildersome, Leeds, LS27 7NA",1975,0,01/15/14
,78400861,"Unit 17 Middle Floor, Old Fire Station, Rochdale Road, Todmorden           OL14 7NA",,1125,0,12/01/13
,77340743,"Unit 6 First Floor, Mearclough Works, Mearclough Road, Sowerby Bridge       HX6 3LF",,620,0,07/11/14
,65484725,"119 Keighley Road, Halifax, HX2 8JE",,2450,0,06/02/14
,76360018,"18 Market Street, Hebden Bridge, HX7 6AA",,8000,0,11/03/14
Mag Equipment Ltd,64548003,"Mag House, 3 Chatham Street, Halifax, HX1 5BU","Mag House, 3 Chatham Street, Halifax, HX1 5BU",10250,4961,02/23/15
Cqrity Ltd,65344877,"Office H M 2.5 & 2.6, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SN",,3650,0,03/09/15
,29384021,"21 Lightcliffe Road, Brighouse, HD6 2DR",,4550,0,02/05/12
Redtronic Ltd,56196768,"Unit 4, Wellington Business Centre, Quebec Street, Elland               HX4 9AS","Unit 9, Wellington Business Park, Quebec Street, Elland, HX5 9BX",7600,3678.4,06/01/14
,68536866,"Shay Lane Cafe, 213 Shay Lane, Halifax, HX2 9AD",,3250,0,07/01/14
,64164001,"1 Barum Top, Halifax, HX1 1NL",,7600,980.92,10/29/14
D & V Bars And Inns Ltd,68156707,"Friendly Inn, 39 Ovenden Road, Halifax, HX3 5QG","55 Southgate, Elland, HX5 0DQ",8900,2081.99,02/24/15
Ppc Uk Ltd (In Administration),64852700,"Unit 1A 2ND Floor, Dunkirk Mills, Dunkirk Lane, Halifax              HX1 3TA","Leonard Curtis, Business Rescue & Recovery, 5 Albion Court, Leeds, LS1 6JL",1850,0,09/27/14
,78068720,"Stall 29 Market Hall, Brook Street, Todmorden, OL14 5AJ",,1375,0,01/01/13
Fortress Composite Doors Ltd,69094001,"1 Trinity Place, Halifax, HX1 2BD",,6700,378.34,04/01/15
Ladyship Carpets Ltd,68132708,"Unit A2, Lower Ladyship Mills, Old Lane, Halifax              HX3 5QN","Unit A2, Lower Ladyship Mills, Old Lane, Halifax, HX3 5QN",11500,5566,04/01/15
Bizspace Ltd,64628860,"Unit 18B, Calderdale Business Park, Club Lane, Halifax              HX2 8AX","Sovereign House, Fao Mital Shah, 1 Albert Place, Finchley, London, N3 1QB",1975,0,11/01/14
,29096707,"Unit 3 Bridge Road Works, Bridge Road, Brighouse, HD6 1EP",,4750,0,04/01/15
Rontec Watford Ltd,65236714,"Atm At, Sunwood Service Station, Halifax Road, Shelf                HX3 7JT","Meridien House, 69-71 Clarendon Road, Watford, WD17 1DS",900,435.6,09/22/12
Antiques & Orientals Ltd,76508708,"Unit 4, Bridge Mill, St Georges Square, Hebden Bridge       HX7 8ET","722 Halifax Road, Todmorden, Lancs, OL14 6DP",1325,0,04/01/14
,29032734,"Unit J, Atlas Mill Road, Brighouse, HD6 1ES",,2250,0,08/01/14
,68772004,"4 Stainland Road, Greetland, Halifax, HX4 8AD",,5900,0,01/12/15
,76560722,"Unit 5 Windsor Works, Victoria Road, Hebden Bridge, HX7 8JX",,970,0,03/01/15
,56132078,"78 Huddersfield Road, Elland, HX5 9AA",,2700,1341.9,01/07/15
Bentley Brear Ltd,77196712,"Office 1, Church View Office Centre, Elland Road, Ripponden            HX6 4DB","Highwayman's Cottage, 39/41 Soyland Town, Ripponden, Sowerby Bridge, HX6 4NB",1950,0,08/01/13
,65164846,"Unit 16A Calder Workshops, Gibbet Street, Halifax, HX1 4JQ",,1100,0,10/01/14
,64284715,"25a Boothtown Road, Halifax, HX3 6EU",,2300,0,12/01/14
,78192735,"Unit 1, Nanholme Workshops, Halifax Road, Todmorden           OL14 6DA",,1800,0,01/01/14
,77196708,"Office 4, Church View Office Centre, Elland Road, Ripponden            HX6 4DB",,2100,0,03/01/14
Specialist Glazing Services Ltd,65264772,"Unit 3, The Market Business Centre, Hanson Lane, Halifax              HX1 5PF","Unit 3 Market Business Centre, Hanson Lane, Halifax, HX1 5PF",7700,1056.06,04/03/15
Kloog Business Development Ltd,29572719,"Unit 5, Thornhill Briggs Mill, Thornhills Beck Lane, Brighouse            HD6 4AW",,4600,0,01/01/15
R S Investments Yorkshire Ltd,65232701,"Halifax Road, Hipperholme, Halifax, HX3 8ER","Thornfield, Leeds Road, Hipperholme, HX3 8NH",1675,0,05/09/15
,64464702,"Shoulder Of Mutton, Cain Lane, Southowram, Halifax             HX3 9SB",,7700,1056.06,03/16/15
Binns & Sons (Greetland) Ltd,64873711,"Office 5 Second Floor, Brian Royd Mills, Brian Royd Lane, Greetland            HX4 8PE","Brian Royd Mills, Saddleworth Road, Greetland, Halifax, HX4 8NF",1000,0,05/12/15
,65164893,"Unit 3, 561 Gibbet Street, Halifax, HX2 0AL",,2750,0,12/01/14
Vintage Sign Boutique Ltd,68536760,"Unit C Greenbank Storage, Drakes Ind Estate, Shay Lane, Halifax              HX3 6RL","61 Longhouse Road, Halifax, HX2 8RF",2400,0,02/19/15
Pennine Pack Ltd,76500718,"Unit 15 1ST Floor, The Town Hall, St George's Street, Hebden Bridge        HX7 7BY","Unit 15 1st Floor, The Town Hall, St George's Street, Hebden Bridge, HX7 7BY",1650,0,04/01/15
,76500741,"Unit 35 2ND Floor, The Town Hall, St George's Street, Hebden Bridge        HX7 7BY",,920,0,04/01/15
,65020712,"Unit 8, Fairlea Mill, Ellen Holme Lane, Luddendenfoot       HX2 6EP",,4050,0,04/01/15
Calder Clutch Company Ltd,29420752,"Calder Clutch Co Ltd, Mill Lane, Brighouse, HD6 1PN","Mill Lane, Brighouse, HD6 1PN",7400,0,01/01/15
Cbh Solutions Ltd,68580716,"1st & 2nd Floors, 24/26 Silver Street, Halifax, HX1 1HS","2a Holts Terrace, Siddal, Halifax, HX3 9AJ",10250,4961,04/15/15
,29420751,"Unit 103-104, Wilkin Royd Mills, Mill Lane, Brighouse            HD6 1PN",,3800,0,06/18/14
Ovenden Private Day Nursery Ltd,68156708,"147 Ovenden Road, Halifax, HX3 5SA",,9000,2178,11/14/14
Warmco Space Heating Ltd,29420750,"Unit 102, Wilkin Royd Mills, Mill Lane, Brighouse            HD6 1PN","Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",2550,0,06/18/14
Traffic Management Technologies Ltd,29084782,"Unit 5 Branxholme Estate, Bradford Road, Bailiff Bridge, Brighouse            HD6 4EA",,5800,0,12/23/14
Todmorden Pallet Services Ltd,78076515,"The Barn, Robinwood Mill, Burnley Road, Todmorden           OL14 8JA","The Barn, Robinwood Mill, Burnley Road, Todmorden, OL14 8JA",4400,0,09/02/13
,76360007,"7 Market Street, Hebden Bridge, HX7 6EU",,6500,0,06/01/15
2 Degree Field Ltd,65412276,"276 Huddersfield Road, Halifax, HX3 0PF","276 Huddersfield Road, Halifax, HX3 0PF",2700,0,11/01/13
,65516781,"257 King Cross Road, Halifax, HX1 3JL",,6500,262.16,02/01/15
Pennine Housing 2000,64032700,"Unit 1, Akroyd Court, Halifax, HX3 6DG","Bull Green House, Bull Green, Halifax, HX1 2EB",11500,5715.5,01/30/15
,78192740,"Unit 3, Nanholme Workshops, Halifax Road, Todmorden           OL14 6DA",,890,0,08/01/14
,77352750,"Unit 17B Mill House Works, Mill House Lane, Triangle, Sowerby Bridge       HX6 3LN",,2350,0,05/01/14
Calderdale Mbc,78076504,"Tod'N Town Council PT1ST Flr, Todmorden Community College, Burnley Road, Todmorden           OL14 7BX","Asset Management Cafm, 1st Floor, Northgate House, HX1 1UN",2700,1306.8,04/01/10
,64296737,"Unit 4 F Mill Courtyard, Dean Clough Mills, Halifax, HX3 5AX",,6800,438.82,04/20/15
Dermace Training & Supplies Ltd,29628701,"18 West Park Street, Brighouse, HD6 1DU",,6400,3097.6,06/14/15
,64332712,"Gf Unit 1 Hough Mills, Bradford Road, Halifax, HX3 7BN",,6200,100.02,02/01/15
,64284709,"The Flying Dutchman, 10 Boothtown Road, Halifax, HX3 6HG",,5500,2662,07/06/15
,65516232,"232 King Cross Road, Halifax, HX1 3JP",,5500,0,07/20/15
Calderdale Mbc Markets Manager,64288750,"Market Stall 94-95a, Market Hall, Borough Market, Halifax             HX1 1DZ","19 Albion Street, Halifax, HX1 1DU",7200,0,11/01/14
,78288701,"King Street, Todmorden, OL14 6LX",,2650,1317.05,03/28/15
Starcast Productions Ltd,29080717,"46 Bradford Road, Brighouse, HD6 1RY","46A Bradford Road, Brighouse, HD6 1RY",4500,2178,06/27/15
,68308757,"200 Queens Road, Halifax, HX1 4NE",,5400,0,10/09/14
,65780042,"42 Meadow Lane, Wheatley, Halifax, HX3 5JR",,4000,0,04/01/15
Thai Halifax Limited,64400720,"37/39 Broad Street, Halifax, HX1 1YA","Unit 21 The Coach House, Owler Ings Road, Brighouse, HD6 1EJ",8300,1539.75,05/08/15
Blackshaw Holdings Ltd,29084853,"Suite D 1ST Floor, Clifton Mills, Bradford Road, Brighouse            HD6 4EJ","St Bernards Mill, Gelderd Road, Gildersome, Leeds, LS27 7NA",1800,0,05/26/15
,29328703,"85 Highfield Road, Rastrick, Brighouse, HD6 3JA",,5000,2485,04/01/15
John Crossley And Sons Limited,68132770,"Unit A1A/A1B, Lower Ladyship Mills, Old Lane, Halifax              HX3 5QN","1 Howcans Lane, Halifax, HX3 6UD",3700,0,12/07/15
Cats Protection,69244017,"17 Wakefield Road, Hipperholme, Halifax, HX3 8AA","Fao Helen Tordoff, 16 Willow Dene Avenue, Rochdale Road, Halifax, HX2 7NN",10750,5342.75,07/15/15
Calder Sheetmetal Ltd,56220819,"Unit 14A Woodman Works, South Lane, Elland, HX5 0PA",,6100,2952.4,12/01/15
Jc Decaux Ltd,29240700,"Gable 1 Elm Terrace, Brighouse, HD6 4BR","Rates Administrator, Estates Management, Summit House, 27 Sale Place, London, W2 1YR",810,392.04,04/01/96
Clear Channel (Uk) Ltd,56132772,"Adj 99 Huddersfield Road, Elland, HX5 9AA","Nndr Dept, Orion Gate, Guildford Road, Woking Surrey, GU22 7NJ",980,474.32,04/01/90
,56132773,"Rear 59 Huddersfield Road, Elland, HX5 9AA",,2550,0,01/01/97
,64332704,"Unit 2, The Tannery, Bradford Road, Halifax             HX3 7HR",,780,0,04/01/90
,56156701,"6A St Pauls Buildings, Langdale Street, Elland, HX5 0EX",,2200,0,04/25/97
Regeneration And Development,29288700,"Car Park, Church Lane, Brighouse, HD6 1DL","Parking Services, Mulcture House, Mulcture Hall Road, Halifax, HX1 1SP",4400,2129.6,04/01/90
,64380703,"Dundee Farm, Brighouse&Denholmegate Rd, Shelf, Halifax             HX3 7TG",,1600,0,06/01/98
Co-Operative Group Ltd,29344044,"44 Huddersfield Road, Brighouse, HD6 3RA","C/O Rate Account Management, Colliers Int Rating Uk Llp, 12th Flr Eleven Brindleyplace, 2 Brunswick Square, Brindleyplace Birmingham, B1 2LP",6000,2904,04/01/90
Huddersfield Leather Goods Ltd,29372007,"7 King Street, Brighouse, HD6 1NX",,6200,3000.8,10/03/94
Benjamin Whiteley & Sons Ltd,56192725,"Park Road Mills, Park Road, Elland, HX5 9HX","Park Road Mills, Park Road, Elland, HX5 9HX",3600,0,08/01/01
Providence Day Nursery Ltd,56194700,"Providence House, Providence Street, Elland, HX5 9DW",,9500,2682.61,10/01/02
,29412016,"16 Mary Street, Brighouse, HD6 2BT",,10750,5203,10/01/01
,56220725,"Unit 5 Woodman Works, South Lane, Elland, HX5 0PA",,1100,0,04/01/90
Barclays Bank Plc,56224001,"1 Southgate, Elland, HX5 0BN","Cbre Corporate Outsourcing Ltd, 55 Temple Row, Birmingham, B2 5LS",10500,5082,04/01/90
,56224037,"35/37 Southgate, Elland, HX5 0BW",,10750,106.85,11/09/98
,64444701,"King Cross Garage, Burnley Road, Halifax, HX2 7JG",,5900,0,02/14/91
,56224714,"54 Southgate, Elland, HX5 0DQ",,3200,0,04/01/90
,56228008,"8 The Cross, Westgate, Elland, HX5 0BB",,6600,319.44,04/20/95
Regeneration And Development,29464700,"Opp 1 Parsonage Lane, Brighouse, HD6 1FB","Parking Services, Mulcture House, Mulcture Hall Road, Halifax, HX1 1SP",3550,1718.2,04/01/90
Calderdale Mbc Environmental Services,56232700,"Timber Street, Elland, HX5 0EA","Northgate House, Northgate, Halifax, HX1 1UN",2700,1306.8,04/07/97
,56244011,"11 Victoria Road, Elland, HX5 0AB",,8800,1987.51,04/01/90
Taylors Training Ltd,29080031,"1ST Floor, 29/31 Bradford Road, Brighouse, HD6 1RW","29 Bradford Road, Brighouse, HD6 1RW",4950,2395.8,09/01/97
,64040700,"Albert Road, Halifax, HX2 0BY",,2700,0,08/02/99
,64500715,"55a Carr House Lane, Shelf, Halifax, HX3 7RH",,11500,5566,03/01/97
,64568006,"6 Church Lane, Southowram, Halifax, HX3 9TD",,1175,0,04/01/90
,29080141,"141/143 Bradford Road, Brighouse, HD6 4AD",,7100,629.96,09/14/98
,29080723,"65a Bradford Road, Brighouse, HD6 1RS",,5500,2662,05/01/00
,29112703,"Grey Shed   Springvale Works, Elland Road, Brighouse, HD6 2RN",,10000,3226.68,09/07/92
,56052001,"1 Coronation Street, Elland, HX5 0DF",,2700,0,04/01/90
,56064702,"Spa Well, Dewsbury Road, Elland, HX5 9AZ",,2900,0,04/01/90
E Feather Ltd,64604701,"Clevedon Place, Lee Mount, Halifax, HX3 5QA",,4250,0,04/01/90
,64604704,"Tenterfields, Clevedon Place, Halifax, HX3 5QA",,2850,1379.4,01/04/00
,64660016,"16 Commercial Street, Halifax, HX1 1TA",,9100,2276.19,10/01/01
,29172701,"Cliffe Works, Cliffe Road, Brighouse, HD6 1HE",,4550,0,12/25/93
Huddersfield Leather Goods Ltd,29196006,"6 Commercial Street, Brighouse, HD6 1AQ",,7300,3533.2,04/01/90
Everything Everywhere Ltd,56096705,"Telecommunications Mast, Site Ref Wyk 0017, Exley Lane, Elland               HX5 0SW","C/O Bilfinger Gva, Po Box 6079, Wolverhampton, WV1 9RA",7700,3726.8,04/01/97
Mel Green Construction Ltd,56108700,"Adj Parkfield Garage, George Street, Elland, HX5 0NE",,1175,0,04/01/90
,64680701,"Old Rishworthians Rufc, Copley Lane, Halifax, HX3 0UG",,8200,0,04/01/90
Clear Channel (Uk) Ltd,56116710,"Advertising Right, Halifax Road, Elland, HX5 0SH","Nndr Dept, Orion Gate, Guildford Road, Woking Surrey, GU22 7NJ",1150,556.6,04/01/90
,64288726,"Market Stall 41-42, Market Hall, Borough Market, Halifax             HX1 1DZ",,4350,2105.4,10/14/96
,64288740,"Market Stall 75-76, Market Hall, Borough Market, Halifax             HX1 1DZ",,4850,0,04/01/92
,64744043,"43 Crossley Hill, Halifax, HX3 0PL",,8900,2081.99,04/01/97
Scoffers (Yorkshire) Ltd,65264734,"Unit 12, Hansonlane Enterprise Centre, Hanson Lane, Halifax             HX1 5PG",,3450,0,06/01/00
Ace Domestics Ltd,69144027,"27 Union Street, Halifax, HX1 1PR",,6100,49.22,09/01/95
,69144035,"35 Union Street, Halifax, HX1 1PR",,5700,0,07/02/01
Marshalls Mono Ltd,65240700,"Hall Ings, Southowram, Halifax, HX3 9RQ","A Johnson - Group Prop Manager, Marshalls Plc, Landscape House, Premier Way, Lowfields Business Park, Elland, HX5 9HT",2425,0,12/31/01
,68412700,"Masonic Lodge, Roydlands Street, Hipperholme, Halifax             HX3 8AF",,6500,262.16,04/01/90
Exhaust Ejector Company Ltd,69216713,"Opp 11 Wade House Road, Shelf, Halifax, HX3 7PF","11 Wade House Road, Shelf, Halifax, HX3 7PB",670,324.28,04/01/90
,68444070,"70 Saddleworth Road, Greetland, Halifax, HX4 8AG",,3550,0,03/21/92
Holmbridge Engineering Co Ltd,68444704,"Brian Royd Mills, Saddleworth Road, Greetland, Halifax              HX4 8NF",,8300,1539.75,04/01/90
Wainstalls Sports & Social Club Ltd,69228700,"Folly Hall Road, Wainstalls, Halifax, HX2 7TE","C/O Mrs S Walker, 6 Kell Lane, Wainstalls, Halifax, HX2 7UN",1025,0,04/01/90
,69240713,"Telecommunications Mast, Site Ref  WYK0172, Denholmegate Road, Hipperholme",,5300,0,08/01/99
,68096089,"89 Northgate, Halifax, HX1 1XF",,2650,0,04/01/90
,68096105,"105 Northgate, Halifax, HX1 1XF",,8600,1803.48,04/01/90
Sandbeds Pharmacy Ltd,68456701,"Sandbeds Pharmacy, Sandbeds Road, Pellon, Halifax             HX2 0JF",,4300,0,04/14/93
Pickles Printing Co Ltd,68472710,"Carlton Works, The Boulevard, R/O 24 Savile Park Road, Halifax             HX1 2EN","24 Savile Park Road, Halifax, HX1 2EN",6600,3194.4,11/17/98
,68492701,"Caravan Park, Upper Abbots Royd, Barkisland, Halifax             HX4 0DE",,10500,5082,04/01/90
Lifeline Project Ltd,69264709,"11 Wards End, Halifax, HX1 1BX","Fao Tanya Goodman, 11 Wards End, Halifax, HX1 1BX",10250,1018.85,04/01/02
,69276702,"King Cross Working Mens Club, Warley Road, Halifax, HX1 3SU",,7400,835.66,04/01/90
,65364717,"44a Hopwood Lane, Halifax, HX1 5ER",,6800,3291.2,04/01/94
Master Matting Co Ltd,68132706,"Units 2 & 6, Emstead Works, Old Lane, Halifax             HX3 5QN","Units 2 & 6 , Emstead Works, Old Lane, Halifax, HX3 5QN",11750,5452.52,04/01/90
Thornham Paints [Yorks] Ltd,65376706,"Unit 5/6, Margram Business Centre, Horne Street, Halifax             HX1 5UA","Oozewood Road, Royton, Oldham, OL2 5SQ",9700,2894.44,05/03/93
Jc Decaux Ltd,68156712,"Advertising Right, S/O 68 Ovenden Road, Halifax, HX3 5PN","Rates Administrator, Estates Management, Summit House, 27 Sale Place, London, W2 1YR",4100,1984.4,04/01/96
Clear Channel (Uk) Ltd,68156720,"Board No 0335-01, 330 Ovenden Road, Halifax, HX3 5TJ","Nndr Dept, Orion Gate, Guildford Road, Woking Surrey, GU22 7NJ",810,392.04,04/01/00
Alfred Ashworth & Son (Landscapes) Ltd,68548700,"S/O 12 Shelf Moor Road, Shelf, Halifax, HX3 7PQ","Igueldo, Wade House Road, Shelf, Halifax, HX3 7PF",1975,0,04/01/90
,64820700,"440 Gibbet Street, Highroadwell, Halifax, HX2 0AU",,7200,696.96,05/18/94
Jc Decaux Ltd,65412711,"Board Nos. 0065/0066/0115, Huddersfield Road, Halifax, HX3 0QA","Rates Administrator, Estates Management, Summit House, 27 Sale Place, London, W2 1YR",10250,4961,04/01/96
,68190160,"160 Park Dene, Hopwood Lane, Halifax, HX1 4DF",,1625,0,04/01/95
Colonnade Insurance Brokers Ltd,68580018,"Ground Floor, 18 Silver Street, Halifax, HX1 1HS","Facilities Dept, 6 Great Marlborough Street, Manchester, M1 5SW",9600,4646.4,04/01/90
,65488701,"Moss Farm Nurseries, Keighley Road, Causeway Foot, Halifax             HX2 8XD",,2025,636.48,04/01/00
Heath Pharmacy Ltd,65108701,"Pharmacy & Chemist, 96 Free School Lane, Halifax, HX1 2YF",,4700,0,09/01/92
Calderdale Mbc Children & Young People's Services,65508700,"Luddenden Youth Centre, Kershaw Drive, Luddendenfoot, Halifax             HX2 6PD","Fao Paul Ward Finance Manager, 3rd Floor, Westgate House, Halifax, HX1 1PS",7500,3630,04/01/90
,68236729,"Security House, 248 Pellon Lane, Halifax, HX1 4PZ",,8300,1539.75,04/01/90
West End Joiners & Builders Ltd,65068700,"Farrar Mill Yard, Farrar Mill Lane, Halifax, HX3 9EU",,7300,765.57,06/30/95
,65072707,"Grd Flr Part Thornton Works, Fenton Road, Halifax, HX1 3PP",,5900,0,09/29/00
Clear Channel (Uk) Ltd,68236742,"Board No 0702-0015, Pellon Lane, Halifax, HX1 5SP","Nndr Dept, Orion Gate, Guildford Road, Woking Surrey, GU22 7NJ",240,116.16,04/01/00
Hawkhead Bray & Son Ltd,68248705,"Unit 22, North Phoebe Lane Ind Est, Halifax, HX3 9EX","Unit 19a, Phoebe Lane Industrial Estate, Siddal, Halifax, HX3 9EX",435,210.54,04/01/90
,65164064,"64 Gibbet Street, Halifax, HX1 5BP",,11750,5687,04/01/90
,65520710,"Adj 8 King Cross Street, Halifax, HX1 2SH",,10000,0,07/01/97
Jc Decaux Ltd,65520711,"Adj 22 King Cross Street, Halifax, HX1 2SH","Rates Administrator, Estates Management, Summit House, 27 Sale Place, London, W2 1YR",1125,544.5,04/01/96
T W Leach Ltd,68680715,"173b Spring Hall Lane, Halifax, HX1 4JG",,6500,262.16,03/01/99
,65164119,"119 Gibbet Street, Halifax, HX1 5BP",,2950,0,07/01/02
Calderdale Mbc Leisure Services,65592703,"Southowram Branch Library, 14 Law Lane, Southowram, Halifax             HX3 9QU","Fao Shabbir Suleman, Westgate House, Westgate, Halifax, HX1 1PS",2150,1040.6,04/01/90
,68276006,"6 Powell Street, Halifax, HX1 1LN",,7800,1132.67,04/01/90
,68772061,"61 Stainland Road, Greetland, Halifax, HX4 8BD",,8600,1803.48,04/01/90
,65164825,"268 Gibbet Street, Halifax, HX1 4LT",,6000,0,04/15/98
Hi-Tech Security And Fire Systems (Halifax) Ltd,65600721,"Unit 17, Lee Bridge Industrial Estate, Lee Bridge, Halifax             HX3 6RE","Unit 17, Lee Bridge Industrial Estate, Lee Bridge, Halifax, HX3 5HE",7500,907.5,04/01/00
,65612701,"Leeds Road, Halifax, HX3 7AE",,2125,0,08/05/95
,68804029,"27/29 Stanningley Road, Mixenden, Halifax, HX2 8RJ",,3250,0,06/26/99
Calderdale Mbc,68824707,"Opp Bridge Mill, Station Road, Luddendenfoot, Halifax              HX2 6AD","Regen & Development, Northgate House, Northgate, Halifax, HX1 1UN",1200,580.8,04/01/90
,68854700,"Stod Fold Boarding Kennels, Stod Fold Farm, Mixenden, Halifax             HX2 8XL",,4100,0,05/17/01
,65224714,"64 Haley Hill, Halifax, HX3 6ED",,4500,2236.5,02/28/98
,68340005,"5 Raven Street, Halifax, HX1 4NB",,5300,0,08/03/99
,68368701,"Reservoir Road, Pellon, Halifax, HX2 0ET",,4850,0,04/01/90
,29640704,"Units 1-4 The Shops, Whinney Hill Park, Brighouse, HD6 2NQ",,4300,0,04/01/02
Cts Ironmongery Ltd,65752711,"Unit 8, Halifax Industrial Centre, Marshway, Halifax             HX1 5RW","Units 11 & 12, Halifax Industrialcentre, Marshway, Halifax, HX1 5RW",7200,3484.8,10/04/02
