Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Vat Registration Num
Department of Health,Department of Health,13/04/2011,Other creditors (ST),More than one directorate,DEPARTMENT FOR COMMUNITIES AND LOCAL GOVERNMENT (DCLG),MIGRATION IMPACTS FUND ADJUSTMENT,"125,000.00",
Department of Health,Department of Health,13/04/2011,Secondees in invoiced costs,SOCIAL CARE,DORSET PCT,D0016627,"154,000.00",
Department of Health,Department of Health,13/04/2011,Travel & subsistence staff,FINANCE & OPERATIONS (DM),EXPOTEL HOTEL RESERVATIONS LTD,702588,"111,985.04",
Department of Health,Department of Health,13/04/2011,Computer Hardware Purch,INFORMATICS,HM LAND REGISTRY,12173239,"-45,000.00",
Department of Health,Department of Health,13/04/2011,Computer Hardware Purch,INFORMATICS,HM LAND REGISTRY,12792379,"68,076.49",
Department of Health,Department of Health,13/04/2011,Computer Maintenance,INFORMATICS,HM LAND REGISTRY,12792379,"8,325.85",
Department of Health,Department of Health,13/04/2011,Staff Consultancy & Suppt,INFORMATICS,PARITY RESOURCES LTD,12814506,"24,966.00",
Department of Health,Department of Health,13/04/2011,Staff Consultancy & Suppt,INFORMATICS,PARITY RESOURCES LTD,12814509,"26,280.00",
Department of Health,Department of Health,13/04/2011,Computer Hardware Purch,INFORMATICS,PROBRAND LTD,12799470,-0.01,
Department of Health,Department of Health,13/04/2011,Hardware & Crockery,INFORMATICS,PROBRAND LTD,12799470,"308,082.50",
Department of Health,Department of Health,13/04/2011,Computer Maintenance,INFORMATICS,PROBRAND LTD,12823423,"98,331.27",
Department of Health,Department of Health,13/04/2011,Library services,COMMUNICATIONS,PROMOTIONAL LOGISTICS LTD,IN309676,"20,000.00",
Department of Health,Department of Health,13/04/2011,Printing,COMMUNICATIONS,PROMOTIONAL LOGISTICS LTD,IN309676,"189,429.83",
Department of Health,Department of Health,13/04/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12823295,641.43,
Department of Health,Department of Health,13/04/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12823295,283.66,
Department of Health,Department of Health,13/04/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12823295,420.71,
Department of Health,Department of Health,13/04/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12823295,"1,542.47",
Department of Health,Department of Health,13/04/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12823295,"1,132.10",
Department of Health,Department of Health,13/04/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12823295,139.55,
Department of Health,Department of Health,13/04/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12823295,478.85,
Department of Health,Department of Health,13/04/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12823295,"2,324.90",
Department of Health,Department of Health,13/04/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12823295,281.40,
Department of Health,Department of Health,13/04/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12823295,217.67,
Department of Health,Department of Health,13/04/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12823295,434.07,
Department of Health,Department of Health,13/04/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12823295,"1,262.54",
Department of Health,Department of Health,13/04/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12823295,"9,194.29",
Department of Health,Department of Health,13/04/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12823295,"1,055.02",
Department of Health,Department of Health,13/04/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12823295,"2,812.65",
Department of Health,Department of Health,13/04/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12823295,317.85,
Department of Health,Department of Health,13/04/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12823295,265.31,
Department of Health,Department of Health,13/04/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12823295,"3,988.04",
Department of Health,Department of Health,13/04/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12823295,"8,165.05",
Department of Health,Department of Health,13/04/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12823295,"1,198.32",
Department of Health,Department of Health,13/04/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12823295,"8,674.36",
Department of Health,Department of Health,13/04/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12823295,"3,713.61",
Department of Health,Department of Health,13/04/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12823295,344.35,
Department of Health,Department of Health,13/04/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12823295,"3,382.32",
Department of Health,Department of Health,13/04/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12823295,"1,446.83",
Department of Health,Department of Health,13/04/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12823295,329.79,
Department of Health,Department of Health,13/04/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12823295,506.82,
Department of Health,Department of Health,13/04/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12823295,566.40,
Department of Health,Department of Health,13/04/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12823295,"1,344.84",
Department of Health,Department of Health,13/04/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12823295,"1,420.83",
Department of Health,Department of Health,13/04/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12823295,113.72,
Department of Health,Department of Health,13/04/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12823295,774.47,
Department of Health,Department of Health,13/04/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12823295,137.52,
Department of Health,Department of Health,13/04/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12823295,"1,439.33",
Department of Health,Department of Health,13/04/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12823295,"3,349.68",
Department of Health,Department of Health,13/04/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12823295,400.52,
Department of Health,Department of Health,13/04/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12823295,"2,797.80",
Department of Health,Department of Health,13/04/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12823295,"6,982.65",
Department of Health,Department of Health,13/04/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12823295,89.92,
Department of Health,Department of Health,13/04/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12823295,"2,518.21",
Department of Health,Department of Health,13/04/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12823295,"2,286.78",
Department of Health,Department of Health,13/04/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12823295,"3,617.42",
Department of Health,Department of Health,13/04/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12823295,"2,199.29",
Department of Health,Department of Health,13/04/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12823295,"1,510.33",
Department of Health,Department of Health,13/04/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12823295,418.52,
Department of Health,Department of Health,13/04/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12823295,"1,215.83",
Department of Health,Department of Health,13/04/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12823295,"2,157.54",
Department of Health,Department of Health,13/04/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12823295,"3,400.23",
Department of Health,Department of Health,13/04/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12823295,"5,085.95",
Department of Health,Department of Health,13/04/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12823295,460.41,
Department of Health,Department of Health,13/04/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12823295,"1,163.24",
Department of Health,Department of Health,13/04/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12823295,"7,251.28",
Department of Health,Department of Health,13/04/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12823295,"1,396.08",
Department of Health,Department of Health,13/04/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12823295,"2,200.95",
Department of Health,Department of Health,13/04/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12823295,"5,940.92",
Department of Health,Department of Health,13/04/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12823295,112.93,
Department of Health,Department of Health,13/04/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12823295,568.33,
Department of Health,Department of Health,13/04/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12823295,93.82,
Department of Health,Department of Health,13/04/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12823295,755.47,
Department of Health,Department of Health,13/04/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12823295,"1,676.09",
Department of Health,Department of Health,13/04/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12823295,622.16,
Department of Health,Department of Health,13/04/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12823295,"4,685.60",
Department of Health,Department of Health,13/04/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12823295,538.13,
Department of Health,Department of Health,13/04/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12823295,393.19,
Department of Health,Department of Health,13/04/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12823295,242.41,
Department of Health,Department of Health,13/04/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12823295,"1,655.08",
Department of Health,Department of Health,13/04/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12823295,"1,062.56",
Department of Health,Department of Health,13/04/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12823295,"4,135.46",
Department of Health,Department of Health,13/04/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12823295,371.72,
Department of Health,Department of Health,13/04/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12823295,65.42,
Department of Health,Department of Health,13/04/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12823295,835.34,
Department of Health,Department of Health,13/04/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12823295,"1,361.58",
Department of Health,Department of Health,13/04/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12823295,282.14,
Department of Health,Department of Health,13/04/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12823295,"3,487.44",
Department of Health,Department of Health,13/04/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12823295,27.13,
Department of Health,Department of Health,13/04/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12823295,"1,716.75",
Department of Health,Department of Health,13/04/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12823295,"7,616.83",
Department of Health,Department of Health,13/04/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12823295,495.40,
Department of Health,Department of Health,13/04/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12823295,606.94,
Department of Health,Department of Health,13/04/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12823295,"1,263.59",
Department of Health,Department of Health,13/04/2011,Secondees in invoiced costs,REGIONAL DIRECTORS PUBLIC HEALTH (RDsPH),WESTERN CHESHIRE PCT,8262799,"27,216.95",
Department of Health,Department of Health,13/04/2011,Secondees in invoiced costs,REGIONAL DIRECTORS PUBLIC HEALTH (RDsPH),WESTERN CHESHIRE PCT,8262764,"27,825.10",
Department of Health,Department of Health,13/04/2011,Secondees in invoiced costs,REGIONAL DIRECTORS PUBLIC HEALTH (RDsPH),WESTERN CHESHIRE PCT,8262618,"59,217.48",
Department of Health,Department of Health,13/04/2011,Computer Software/License,INFORMATICS,INTERSYSTEMS EUROPE,12764499,"27,974.78",
Department of Health,Department of Health,14/04/2011,Staff Consultancy & Suppt,INFORMATICS,ALPINE CONSORTIUM,12814514,"13,800.00",
Department of Health,Department of Health,14/04/2011,Staff Consultancy & Suppt,INFORMATICS,ALPINE CONSORTIUM,12814514,"7,176.00",
Department of Health,Department of Health,14/04/2011,Expense clearing GPC (ST),More than one directorate,BARCLAYCARD BUSINESS,1939001-18-APR-11,"4,966.24",
Department of Health,Department of Health,14/04/2011,Contactor/ Staff Subsitution,NHS FINANCE PERFORMANCE & OPERATIONS,CENTRAL OFFICE OF INFORMATION (COI),734032,"25,827.89",
Department of Health,Department of Health,14/04/2011,Contactor/ Staff Subsitution,NHS FINANCE PERFORMANCE & OPERATIONS,CENTRAL OFFICE OF INFORMATION (COI),734027,"28,605.17",
Department of Health,Department of Health,14/04/2011,Contactor/ Staff Subsitution,NHS FINANCE PERFORMANCE & OPERATIONS,CENTRAL OFFICE OF INFORMATION (COI),734026,"41,923.48",
Department of Health,Department of Health,14/04/2011,Contactor/ Staff Subsitution,NHS FINANCE PERFORMANCE & OPERATIONS,CENTRAL OFFICE OF INFORMATION (COI),734025,"51,185.97",
Department of Health,Department of Health,14/04/2011,Outsourcing Contract,HEALTH PROTECTION AND IMPROVEMENT,CITY UNIVERSITY,90245330,"34,592.00",
Department of Health,Department of Health,14/04/2011,Porterage & removals,FINANCE & OPERATIONS (DM),EMCOR FACILITIES SERVICES LTD,00192494ARI,"1,723.72",
Department of Health,Department of Health,14/04/2011,Security: contract,FINANCE & OPERATIONS (DM),EMCOR FACILITIES SERVICES LTD,00192494ARI,"20,671.20",
Department of Health,Department of Health,14/04/2011,Building repairs & maintenance,FINANCE & OPERATIONS (DM),EMCOR FACILITIES SERVICES LTD,00192494ARI,"20,916.05",
Department of Health,Department of Health,14/04/2011,Cleaning: contract,FINANCE & OPERATIONS (DM),EMCOR FACILITIES SERVICES LTD,00192494ARI,"23,837.90",
Department of Health,Department of Health,14/04/2011,Minor office equipment purchases non capital,FINANCE & OPERATIONS (DM),EMCOR FACILITIES SERVICES LTD,00192494ARI,"48,845.01",
Department of Health,Department of Health,14/04/2011,Contactor/ Staff Subsitution,FINANCE & OPERATIONS (DM),FOXLANE ASSOCIATES LTD,06.11-11,"49,500.00",
Department of Health,Department of Health,14/04/2011,Outsourcing Contract,HEALTH PROTECTION AND IMPROVEMENT,HEALTH PROTECTION AGENCY (HPA),5298975,"111,938.00",
Department of Health,Department of Health,14/04/2011,Addition Clearing - F&F,FINANCE & OPERATIONS (DM),HERMAN MILLER LTD,344114,"7,638.72",
Department of Health,Department of Health,14/04/2011,Addition Clearing - F&F,FINANCE & OPERATIONS (DM),HERMAN MILLER LTD,344114,"21,637.80",
Department of Health,Department of Health,14/04/2011,Grants to non profit institutions (CUR),HEALTH PROTECTION AND IMPROVEMENT,MIDDLESBOROUGH PCT,IW1448/ERS-427791-43983,"317,805.00",
Department of Health,Department of Health,14/04/2011,Grants to non profit institutions (CUR),HEALTH PROTECTION AND IMPROVEMENT,MIDDLESBOROUGH PCT,IW1447/ERS-427789-43982,"500,000.00",
Department of Health,Department of Health,14/04/2011,Contactor/ Staff Subsitution,COMMISSIONING,NORTHGATE HR LTD,91158131,"177,391.30",
Department of Health,Department of Health,14/04/2011,Outsourcing Contract,NHS FINANCE PERFORMANCE & OPERATIONS,RAMSAY HEALTH CARE UK OPERATIONS LTD,0052,"1,048,001.33",
Department of Health,Department of Health,14/04/2011,Outsourcing Contract,NHS FINANCE PERFORMANCE & OPERATIONS,RAMSAY HEALTH CARE UK OPERATIONS LTD,0052,"1,649,491.04",
Department of Health,Department of Health,14/04/2011,Secondees in invoiced costs,NHS FINANCE PERFORMANCE & OPERATIONS,SALFORD ROYAL NHS FOUNDATION TRUST,1000121456,"25,000.00",
Department of Health,Department of Health,14/04/2011,Outsourcing Contract,FINANCE & OPERATIONS (DM),STERIA LTD,100016511,"76,599.57",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,ACADEMY OF MEDICAL SCIENCES,ERS-430624-45310,"435,000.00",
Department of Health,Department of Health,15/04/2011,Product and distribution costs,HEALTH PROTECTION AND IMPROVEMENT,AG Axtons & Sons (Wholesale) Ltd,5460,"60,594.50",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,ERS-430336-44984,"149,598.00",
Department of Health,Department of Health,15/04/2011,Admin Revenue Grant-in-Aid,WORKFORCE,APPOINTMENTS COMMISSION,2011041,"300,000.00",
Department of Health,Department of Health,15/04/2011,Staff Consultancy & Suppt,INFORMATICS,ASE CONSULTING LTD,12823420,"256,622.50",
Department of Health,Department of Health,15/04/2011,Grants to non profit institutions (CUR),SOCIAL CARE,ASSOCIATION OF CHIEF EXECUTIVES OF VOLUNTARY ORGANISATIONS,ERS-430608-45222,"29,160.00",
Department of Health,Department of Health,15/04/2011,Addition Clearing - IT,NHS Chief Information Officer,ATOS ORIGIN IT SERVICES UK LTD,5584080935,"100,979.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,AVON & WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,ERS-430625-45299,"61,977.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,AVON & WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,ERS-430337-45051,"67,363.00",
