"Departmental Family","Entity","Date","Expense Type","Expense Area","Supplier","Transaction Number","Amount","Vat Registration Num"
"Department of Health","Department of Health",2011-04-12,"IT minor costs non capital","FINANCE & OPERATIONS (DM)","IBM UK LTD","5A02110540",306071.1,""
"Department of Health","Department of Health",2011-04-12,"Secondees in invoiced costs","NHS MEDICAL DIRECTOR","IMPERIAL COLLEGE HEALTHCARE NHS TRUST","H0054386",47822,""
"Department of Health","Department of Health",2011-04-12,"Rates","NHS FINANCE PERFORMANCE & OPERATIONS","LEEDS CITY COUNCIL","900964298 03/03/11",42867,""
"Department of Health","Department of Health",2011-04-12,"Secondees in invoiced costs","HEALTH PROTECTION AND IMPROVEMENT","LONDON FIRE BRIGADE","IN019881",84992.88,""
"Department of Health","Department of Health",2011-04-12,"Grants to non profit institutions (CUR)","SOCIAL CARE","MAYTREE RESPITE CENTRE","ERS-430211-44821",25625,""
"Department of Health","Department of Health",2011-04-12,"Utilisation-Hep C","HEALTH PROTECTION AND IMPROVEMENT","MFET LTD","MFET-1/2011-12/MFET",3878000,""
"Department of Health","Department of Health",2011-04-12,"Rates","NHS FINANCE PERFORMANCE & OPERATIONS","NORTHUMBERLAND COUNTY COUNCIL","2511082340 05/03/11",25980,""
"Department of Health","Department of Health",2011-04-12,"Rates","NHS FINANCE PERFORMANCE & OPERATIONS","NOTTINGHAM CITY COUNCIL","6639844 11/03/11",27495.5,""
"Department of Health","Department of Health",2011-04-12,"Grants to non profit institutions (CUR)","SOCIAL CARE","OLDER PEOPLES ADVOCACY ALL(UK)","ERS-430215-44841",38500,""
"Department of Health","Department of Health",2011-04-12,"Computer Software/License","INFORMATICS","PA CONSULTING SERVICES LTD","12764485",30030,""
"Department of Health","Department of Health",2011-04-12,"Printing","COMMUNICATIONS","PROMOTIONAL LOGISTICS LTD","IN309677",28064.81,""
"Department of Health","Department of Health",2011-04-12,"Rates","NHS FINANCE PERFORMANCE & OPERATIONS","REDBRIDGE LONDON BOROUGH COUNCIL","342000081 10/03/11",29898,""
"Department of Health","Department of Health",2011-04-12,"Rates","NHS FINANCE PERFORMANCE & OPERATIONS","SOUTHAMPTON CITY COUNCIL","521830312 09/03/11",53714.04,""
"Department of Health","Department of Health",2011-04-12,"Rates","NHS FINANCE PERFORMANCE & OPERATIONS","TONBRIDGE AND MALLING BOROUGH COUNCIL","7074385 14/03/11",32408.7,""
"Department of Health","Department of Health",2011-04-12,"Travel & Subsistence","INFORMATICS","UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS TRUST","12764480",50000,""
"Department of Health","Department of Health",2011-04-12,"Travel & Subsistence","INFORMATICS","UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS TRUST","12764490",-50000,""
"Department of Health","Department of Health",2011-04-12,"Outsourcing Contract","HEALTH PROTECTION AND IMPROVEMENT","VERTEX DATA SCIENCE LTD","FI0407309",98169.71,""
"Department of Health","Department of Health",2011-04-12,"Outsourcing Contract","HEALTH PROTECTION AND IMPROVEMENT","VERTEX DATA SCIENCE LTD","FI0407308",148085.28,""
"Department of Health","Department of Health",2011-04-13,"Staff Consultancy & Suppt","INFORMATICS","ASE CONSULTING LTD","12823419",138450,""
"Department of Health","Department of Health",2011-04-13,"Expense clearing GPC (ST)","More than one directorate","BARCLAYCARD BUSINESS","1939001-18-APR-11",3022.81,""
"Department of Health","Department of Health",2011-04-13,"Staff Consultancy & Suppt","INFORMATICS","CAPGEMINI UK PLC","12725331",16709.5,""
"Department of Health","Department of Health",2011-04-13,"Staff Consultancy & Suppt","INFORMATICS","CAPGEMINI UK PLC","12725331",21795,""
"Department of Health","Department of Health",2011-04-13,"Staff Consultancy & Suppt","INFORMATICS","CAPGEMINI UK PLC","12736814",35532,""
"Department of Health","Department of Health",2011-04-13,"Staff Consultancy & Suppt","INFORMATICS","CAPGEMINI UK PLC","12686765",64228.62,""
"Department of Health","Department of Health",2011-04-13,"Staff Consultancy & Suppt","INFORMATICS","CAPGEMINI UK PLC","12725279",-64228.62,""
"Department of Health","Department of Health",2011-04-13,"Staff Consultancy & Suppt","INFORMATICS","CAPGEMINI UK PLC","12686758",17420,""
"Department of Health","Department of Health",2011-04-13,"Staff Consultancy & Suppt","INFORMATICS","CAPGEMINI UK PLC","12686758",45755,""
"Department of Health","Department of Health",2011-04-13,"Other creditors (ST)","More than one directorate","DEPARTMENT FOR COMMUNITIES AND LOCAL GOVERNMENT (DCLG)","MIGRATION IMPACTS FUND ADJUSTMENT",125000,""
"Department of Health","Department of Health",2011-04-13,"Secondees in invoiced costs","SOCIAL CARE","DORSET PCT","D0016627",154000,""
"Department of Health","Department of Health",2011-04-13,"Travel & subsistence staff","FINANCE & OPERATIONS (DM)","EXPOTEL HOTEL RESERVATIONS LTD","702588",111985.04,""
"Department of Health","Department of Health",2011-04-13,"Computer Hardware Purch","INFORMATICS","HM LAND REGISTRY","12173239",-45000,""
"Department of Health","Department of Health",2011-04-13,"Computer Hardware Purch","INFORMATICS","HM LAND REGISTRY","12792379",68076.49,""
"Department of Health","Department of Health",2011-04-13,"Computer Maintenance","INFORMATICS","HM LAND REGISTRY","12792379",8325.85,""
"Department of Health","Department of Health",2011-04-13,"Staff Consultancy & Suppt","INFORMATICS","PARITY RESOURCES LTD","12814506",24966,""
"Department of Health","Department of Health",2011-04-13,"Staff Consultancy & Suppt","INFORMATICS","PARITY RESOURCES LTD","12814509",26280,""
"Department of Health","Department of Health",2011-04-13,"Computer Hardware Purch","INFORMATICS","PROBRAND LTD","12799470",-0.01,""
"Department of Health","Department of Health",2011-04-13,"Hardware & Crockery","INFORMATICS","PROBRAND LTD","12799470",308082.5,""
"Department of Health","Department of Health",2011-04-13,"Computer Maintenance","INFORMATICS","PROBRAND LTD","12823423",98331.27,""
"Department of Health","Department of Health",2011-04-13,"Library services","COMMUNICATIONS","PROMOTIONAL LOGISTICS LTD","IN309676",20000,""
"Department of Health","Department of Health",2011-04-13,"Printing","COMMUNICATIONS","PROMOTIONAL LOGISTICS LTD","IN309676",189429.83,""
"Department of Health","Department of Health",2011-04-13,"Travel & Subsistence","INFORMATICS","REDFERN TRAVEL LTD","12823295",641.43,""
"Department of Health","Department of Health",2011-04-13,"Travel & Subsistence","INFORMATICS","REDFERN TRAVEL LTD","12823295",283.66,""
"Department of Health","Department of Health",2011-04-13,"Travel & Subsistence","INFORMATICS","REDFERN TRAVEL LTD","12823295",420.71,""
"Department of Health","Department of Health",2011-04-13,"Travel & Subsistence","INFORMATICS","REDFERN TRAVEL LTD","12823295",1542.47,""
"Department of Health","Department of Health",2011-04-13,"Travel & Subsistence","INFORMATICS","REDFERN TRAVEL LTD","12823295",1132.1,""
"Department of Health","Department of Health",2011-04-13,"Travel & Subsistence","INFORMATICS","REDFERN TRAVEL LTD","12823295",139.55,""
"Department of Health","Department of Health",2011-04-13,"Travel & Subsistence","INFORMATICS","REDFERN TRAVEL LTD","12823295",478.85,""
"Department of Health","Department of Health",2011-04-13,"Travel & Subsistence","INFORMATICS","REDFERN TRAVEL LTD","12823295",2324.9,""
"Department of Health","Department of Health",2011-04-13,"Travel & Subsistence","INFORMATICS","REDFERN TRAVEL LTD","12823295",281.4,""
"Department of Health","Department of Health",2011-04-13,"Travel & Subsistence","INFORMATICS","REDFERN TRAVEL LTD","12823295",217.67,""
"Department of Health","Department of Health",2011-04-13,"Travel & Subsistence","INFORMATICS","REDFERN TRAVEL LTD","12823295",434.07,""
"Department of Health","Department of Health",2011-04-13,"Travel & Subsistence","INFORMATICS","REDFERN TRAVEL LTD","12823295",1262.54,""
"Department of Health","Department of Health",2011-04-13,"Travel & Subsistence","INFORMATICS","REDFERN TRAVEL LTD","12823295",9194.29,""
"Department of Health","Department of Health",2011-04-13,"Travel & Subsistence","INFORMATICS","REDFERN TRAVEL LTD","12823295",1055.02,""
"Department of Health","Department of Health",2011-04-13,"Travel & Subsistence","INFORMATICS","REDFERN TRAVEL LTD","12823295",2812.65,""
"Department of Health","Department of Health",2011-04-13,"Travel & Subsistence","INFORMATICS","REDFERN TRAVEL LTD","12823295",317.85,""
"Department of Health","Department of Health",2011-04-13,"Travel & Subsistence","INFORMATICS","REDFERN TRAVEL LTD","12823295",265.31,""
"Department of Health","Department of Health",2011-04-13,"Travel & Subsistence","INFORMATICS","REDFERN TRAVEL LTD","12823295",3988.04,""
"Department of Health","Department of Health",2011-04-13,"Travel & Subsistence","INFORMATICS","REDFERN TRAVEL LTD","12823295",8165.05,""
"Department of Health","Department of Health",2011-04-13,"Travel & Subsistence","INFORMATICS","REDFERN TRAVEL LTD","12823295",1198.32,""
"Department of Health","Department of Health",2011-04-13,"Travel & Subsistence","INFORMATICS","REDFERN TRAVEL LTD","12823295",8674.36,""
"Department of Health","Department of Health",2011-04-13,"Travel & Subsistence","INFORMATICS","REDFERN TRAVEL LTD","12823295",3713.61,""
"Department of Health","Department of Health",2011-04-13,"Travel & Subsistence","INFORMATICS","REDFERN TRAVEL LTD","12823295",344.35,""
"Department of Health","Department of Health",2011-04-13,"Travel & Subsistence","INFORMATICS","REDFERN TRAVEL LTD","12823295",3382.32,""
"Department of Health","Department of Health",2011-04-13,"Travel & Subsistence","INFORMATICS","REDFERN TRAVEL LTD","12823295",1446.83,""
"Department of Health","Department of Health",2011-04-13,"Travel & Subsistence","INFORMATICS","REDFERN TRAVEL LTD","12823295",329.79,""
"Department of Health","Department of Health",2011-04-13,"Travel & Subsistence","INFORMATICS","REDFERN TRAVEL LTD","12823295",506.82,""
"Department of Health","Department of Health",2011-04-13,"Travel & Subsistence","INFORMATICS","REDFERN TRAVEL LTD","12823295",566.4,""
"Department of Health","Department of Health",2011-04-13,"Travel & Subsistence","INFORMATICS","REDFERN TRAVEL LTD","12823295",1344.84,""
"Department of Health","Department of Health",2011-04-13,"Travel & Subsistence","INFORMATICS","REDFERN TRAVEL LTD","12823295",1420.83,""
"Department of Health","Department of Health",2011-04-13,"Travel & Subsistence","INFORMATICS","REDFERN TRAVEL LTD","12823295",113.72,""
"Department of Health","Department of Health",2011-04-13,"Travel & Subsistence","INFORMATICS","REDFERN TRAVEL LTD","12823295",774.47,""
"Department of Health","Department of Health",2011-04-13,"Travel & Subsistence","INFORMATICS","REDFERN TRAVEL LTD","12823295",137.52,""
"Department of Health","Department of Health",2011-04-13,"Travel & Subsistence","INFORMATICS","REDFERN TRAVEL LTD","12823295",1439.33,""
"Department of Health","Department of Health",2011-04-13,"Travel & Subsistence","INFORMATICS","REDFERN TRAVEL LTD","12823295",3349.68,""
"Department of Health","Department of Health",2011-04-13,"Travel & Subsistence","INFORMATICS","REDFERN TRAVEL LTD","12823295",400.52,""
"Department of Health","Department of Health",2011-04-13,"Travel & Subsistence","INFORMATICS","REDFERN TRAVEL LTD","12823295",2797.8,""
"Department of Health","Department of Health",2011-04-13,"Travel & Subsistence","INFORMATICS","REDFERN TRAVEL LTD","12823295",6982.65,""
"Department of Health","Department of Health",2011-04-13,"Travel & Subsistence","INFORMATICS","REDFERN TRAVEL LTD","12823295",89.92,""
"Department of Health","Department of Health",2011-04-13,"Travel & Subsistence","INFORMATICS","REDFERN TRAVEL LTD","12823295",2518.21,""
"Department of Health","Department of Health",2011-04-13,"Travel & Subsistence","INFORMATICS","REDFERN TRAVEL LTD","12823295",2286.78,""
"Department of Health","Department of Health",2011-04-13,"Travel & Subsistence","INFORMATICS","REDFERN TRAVEL LTD","12823295",3617.42,""
"Department of Health","Department of Health",2011-04-13,"Travel & Subsistence","INFORMATICS","REDFERN TRAVEL LTD","12823295",2199.29,""
"Department of Health","Department of Health",2011-04-13,"Travel & Subsistence","INFORMATICS","REDFERN TRAVEL LTD","12823295",1510.33,""
"Department of Health","Department of Health",2011-04-13,"Travel & Subsistence","INFORMATICS","REDFERN TRAVEL LTD","12823295",418.52,""
"Department of Health","Department of Health",2011-04-13,"Travel & Subsistence","INFORMATICS","REDFERN TRAVEL LTD","12823295",1215.83,""
"Department of Health","Department of Health",2011-04-13,"Travel & Subsistence","INFORMATICS","REDFERN TRAVEL LTD","12823295",2157.54,""
"Department of Health","Department of Health",2011-04-13,"Travel & Subsistence","INFORMATICS","REDFERN TRAVEL LTD","12823295",3400.23,""
"Department of Health","Department of Health",2011-04-13,"Travel & Subsistence","INFORMATICS","REDFERN TRAVEL LTD","12823295",5085.95,""
"Department of Health","Department of Health",2011-04-13,"Travel & Subsistence","INFORMATICS","REDFERN TRAVEL LTD","12823295",460.41,""
"Department of Health","Department of Health",2011-04-13,"Travel & Subsistence","INFORMATICS","REDFERN TRAVEL LTD","12823295",1163.24,""
"Department of Health","Department of Health",2011-04-13,"Travel & Subsistence","INFORMATICS","REDFERN TRAVEL LTD","12823295",7251.28,""
"Department of Health","Department of Health",2011-04-13,"Travel & Subsistence","INFORMATICS","REDFERN TRAVEL LTD","12823295",1396.08,""
"Department of Health","Department of Health",2011-04-13,"Travel & Subsistence","INFORMATICS","REDFERN TRAVEL LTD","12823295",2200.95,""
"Department of Health","Department of Health",2011-04-13,"Travel & Subsistence","INFORMATICS","REDFERN TRAVEL LTD","12823295",5940.92,""
"Department of Health","Department of Health",2011-04-13,"Travel & Subsistence","INFORMATICS","REDFERN TRAVEL LTD","12823295",112.93,""
"Department of Health","Department of Health",2011-04-13,"Travel & Subsistence","INFORMATICS","REDFERN TRAVEL LTD","12823295",568.33,""
"Department of Health","Department of Health",2011-04-13,"Travel & Subsistence","INFORMATICS","REDFERN TRAVEL LTD","12823295",93.82,""
"Department of Health","Department of Health",2011-04-13,"Travel & Subsistence","INFORMATICS","REDFERN TRAVEL LTD","12823295",755.47,""
"Department of Health","Department of Health",2011-04-13,"Travel & Subsistence","INFORMATICS","REDFERN TRAVEL LTD","12823295",1676.09,""
"Department of Health","Department of Health",2011-04-13,"Travel & Subsistence","INFORMATICS","REDFERN TRAVEL LTD","12823295",622.16,""
"Department of Health","Department of Health",2011-04-13,"Travel & Subsistence","INFORMATICS","REDFERN TRAVEL LTD","12823295",4685.6,""
"Department of Health","Department of Health",2011-04-13,"Travel & Subsistence","INFORMATICS","REDFERN TRAVEL LTD","12823295",538.13,""
"Department of Health","Department of Health",2011-04-13,"Travel & Subsistence","INFORMATICS","REDFERN TRAVEL LTD","12823295",393.19,""
"Department of Health","Department of Health",2011-04-13,"Travel & Subsistence","INFORMATICS","REDFERN TRAVEL LTD","12823295",242.41,""
"Department of Health","Department of Health",2011-04-13,"Travel & Subsistence","INFORMATICS","REDFERN TRAVEL LTD","12823295",1655.08,""
"Department of Health","Department of Health",2011-04-13,"Travel & Subsistence","INFORMATICS","REDFERN TRAVEL LTD","12823295",1062.56,""
"Department of Health","Department of Health",2011-04-13,"Travel & Subsistence","INFORMATICS","REDFERN TRAVEL LTD","12823295",4135.46,""
"Department of Health","Department of Health",2011-04-13,"Travel & Subsistence","INFORMATICS","REDFERN TRAVEL LTD","12823295",371.72,""
"Department of Health","Department of Health",2011-04-13,"Travel & Subsistence","INFORMATICS","REDFERN TRAVEL LTD","12823295",65.42,""
"Department of Health","Department of Health",2011-04-13,"Travel & Subsistence","INFORMATICS","REDFERN TRAVEL LTD","12823295",835.34,""
