Billing Address,Liability Start Date,Property Address,Ratepayer,Net Debit,Property Reference,RV
"Arthur Street, Armytage Road, Brighouse, HD6 1PY",01/01/2015,"Unit 5 Victoria Works, The Boathouse, Wharf Street, Brighouse            HD6 1PP",W B White Foundry Ltd,774.4,29636718,1600
"11 Woodside View, West Vale, HX4 8BP",01/07/2015,"Unit 8A Woodman Works, South Lane, Elland, HX5 0PA",D P Design Holdings Limited,0,56220739,4700
,01/04/2015,"12 Carr House Road, Shelf, Halifax, HX3 7QY",,0,64500012,4600
,16/11/2015,"Illingworth Moor Post Office, Illingworth Road, Halifax, HX2 9DL",,378.34,65424702,6700
,01/04/2007,"2nd Floor, Arundel Street, Halifax, HX1 4LE",,0,64084707,1025
,30/09/2015,"168 King Cross Road, Halifax, HX1 3LN",,0,65516168,3000
,01/12/2015,"38 Clough Lane, Mixenden, Halifax, HX2 8SN",,0,64612038,2750
,01/08/2015,"Millys, Grange Dene Yard, Burnley Road, Mytholmroyd          HX7 5LL",,0,76088811,1725
,01/09/2015,"Unit 4, Mill House Works, Mill House Lane, Triangle            HX6 3LN",,0,77352718,3350
,01/05/2014,"2 Dale Street, Todmorden, OL14 5PX",,0,78116002,1775
"Fao Yvonne Serrant, Apartment 314 Valley Mill, Park Road, Elland, HX5 9GZ",02/11/2015,"Unit 8 Victoria Park, Lightowler Road, Halifax, HX1 5ND",Ys Parcels Ltd,1455.36,65626711,8200
,01/04/2015,"Unit 2, Burnley Road Garage, Mytholmroyd, Hebden Bridge       HX7 5AD",Valley Kitchens Ltd,0,76088729,5600
,08/01/2016,"Church Stile Inn, Sowerby New Road, Sowerby Bridge, HX6 1JZ",,0,77500708,4400
,19/12/2015,"Central Street, Hebden Bridge, HX7 6HB",,0,76128701,7200
"C/O Cdp Ltd, Huddersfield Road, Elland, HX5 9BW",15/01/2016,"Unit R1, Tenterfields Business Park, Burnley Road, Luddendenfoot        HX2 6EJ",Brogan Business Parks Ltd,0,64448827,6000
,15/06/2015,"Raglan Street, Halifax, HX1 5QZ",,500.91,68316708,6900
,24/06/2015,"759 Burnley Road, Todmorden, OL14 8LF",,0,78076768,1800
,07/08/2015,"Sun Inn, 94 New Hey Road, Brighouse, HD6 3PZ",,3727.5,29432700,7500
,05/01/2015,"Unit 2 Woodman Works, South Lane, Elland, HX5 0PA",,0,56220759,2425
,01/06/2015,"Unit 16B First Floor, Asquith Bottom Works, Water Street, Sowerby Bridge       HX6 3BS",,0,77690713,960
"Po Box 77, Accrington, Lancashire, BB5 1GJ",21/12/2015,"Unit 8 1ST Floor, The Town Hall, St George's Street, Hebden Bridge        HX7 7BY",Harv,633.68,76500712,1275
,01/02/2015,"Unit 5B Clifby Works, Sandbeds Road, Pellon, Halifax              HX2 0QQ",,0,68456716,2500
"North Vale Mills, Bradford Road, Brighouse, HD6 4DJ",01/04/2011,"Part 2ND Floor, Northvale Mills, Bradford Road, Brighouse            HD6 4DJ",North Vale Doubling Co Ltd,411.4,29084856,850
"Upper Field House, 1 Howes Lane, Northowram, Halifax, HX3 7US",29/11/2015,"Second Floor, 18 Clare Road, Halifax, HX1 2JP",Southdale Executive Pension Scheme,1913.45,69584721,3850
,01/02/2014,"Unit 7, Clifby Works, Sandbeds Road, Halifax              HX2 0QQ",,0,68456702,5400
,01/08/2015,"8 Victoria Road, Elland, HX5 0PU",,2634.1,56244008,5300
,29/06/2015,"13 St James Road, Halifax, HX1 1YS",,1455.36,68728013,8200
"Millersdale Close, Euroway Industrial Estate, Bradford, BD4 6SG",07/03/2016,"56 Huddersfield Road, Elland, HX5 9AA",James Robinson Fibres Ltd,2286.2,56132056,4600
,11/02/2016,"Unit 7, Brunswick Industrial Estate, Brassey Street, Halifax              HX1 2EA",A & B Installations Ltd,1355.2,64352733,2800
,30/01/2016,"Unit 10/10A Brunswick Works, Brassey Street, Halifax, HX1 2EA",F & S Tube Manipulation Ltd,696.96,64352728,7200
,01/10/2015,"Store Ref 2 & 3, West Street, Todmorden, OL14 5HY",,0,78520704,1700
"Office Suite D214, Dean Clough, Halifax, HX3 5AX",01/02/2016,"Office Suite D214, Dean Clough Office Park, Halifax, HX3 5AX",Richard Fowler Associates Ltd,0,64788724,3650
,01/04/2015,"Unit 14,, Hillas Industrial Estate, Walker Lane, Sowerby Bridge       HX6 2AR",,0,77632721,3200
,09/10/2015,"Riverside Works, Hollins Mill Lane, Sowerby Bridge, HX6 2RF",,0,77276710,4600
,01/10/2015,"Office 15, 11 Owler Ings Road, Brighouse, HD6 1EJ",,0,29452737,1075
,23/08/2014,"5 New Road, Mytholmroyd, Hebden Bridge, HX7 5DZ",,0,76408005,1250
,09/09/2015,"Unit A, Nanholme Mills, Halifax Road, Todmorden           OL14 6DA",Anglo American (Manchester) Ltd,0,78192700,3900
"Unit B2 & B3 Ground Floor, Clifton House, Bradford Road, Bailiff Bridge, Brighouse, HD6 4JJ",10/01/2015,"Units B2/B3 Ground Floor, Clifton House, Bradford Road, Brighouse            HD6 4JJ",Toprank Sport Ltd,4119.58,29084860,10750
"Sunrise House, Hulley Road, Macclesfield, Cheshire, SK10 2LP",01/11/2013,"Office G7 Shaw Lodge House, Shaw Lodge Mills, Shaw Lane, Halifax              HX3 9ET",Shaw Lodge Mills Ltd,0,68526721,690
,01/03/2014,"Mill Lane, Boothtown, Halifax, HX3 6TN",,1056.06,65808700,7700
,16/07/2014,"Shannon & Chesapeake Inn, 257 Halifax Road, Todmorden, OL14 5RX",,3025,78192757,6250
,15/04/2015,"272 Gibbet Street, Halifax, HX1 4LT",,0,65164859,2125
,01/04/2015,"Lower Ground Floor, 3 Carlton Place, Halifax, HX1 2SB",,2178,64484707,9000
,12/08/2015,"Office Suite D218, Dean Clough Office Park, Halifax, HX3 5AX",Tri-Coastal Design Uk Ltd,0,64788797,3550
,01/11/2015,"Unit 5, Pennine Industrial Park, Valley Road, Hebden Bridge        HX7 8BZ",,980.92,76552765,7600
"Suite 1 2nd Floor, Burlees House, Hangingroyd Lane, Hebden Bridge, HX7 7DD",01/11/2015,"Unit 6, Pennine Industrial Park, Valley Road, Hebden Bridge        HX7 8BZ",Setbray Properties Ltd,0,76552766,11000
,11/08/2015,"194 Savile Park Road, Halifax, HX1 2XP",,0,68472732,5900
,04/01/2016,"10 Bull Green, Halifax, HX1 5AB",,3628.1,64436010,7300
"Fountain Chambers, Fountain Street, Halifax, HX1 1LW",01/09/2015,"Croftmyl, Gf Office A5, West Parade, Halifax              HX1 2EQ",Circuit Electrical Testing Ltd,1789.2,69360760,3600
,01/06/2015,"Physio Area A, Todmorden Sports Centre, Ewood Lane, Todmorden           OL14 7DF",,0,78152717,2200
,01/06/2015,"Physio Area B, Todmorden Sports Centre, Ewood Lane, Todmorden           OL14 7DF",,343.64,78152716,710
"Unit 13, The Town Hall, St George's Street, Hebden Bridge, HX7 7BY",12/10/2015,"Unit 13 First Floor, The Town Hall, St George's Street, Hebden Bridge        HX7 7BY",Ayup Digital Ltd,0,76500762,3400
"Walker Singleton, Property House, Lister Lane, Halifax, HX1 5DR",05/01/2016,"Unit 82 Bowers Mill, Branch Road, Barkisland, Halifax             HX4 0AD",Edgar Dickinson Properties Ltd,0,64344725,900
,11/01/2016,"Unit 1B, Dean Hey Country Business Pk, Cragg Road, Mytholmroyd          HX7 5RU",Scout Road Academy,795.2,76160807,8000
"Suite 5H, Craggs Country Business Park, New Road, Cragg Vale, Hebden Bridge, HX7 5TT",17/08/2015,"Unit 5H Craggs Country B/Pk, New Road, Cragg Vale, Hebden Bridge        HX7 5TT",Simply Moving And Sleeping Ltd,0,76400733,5200
"Office Suite E208/210, Dean Clough Mills, Halifax, HX3 5AX",18/05/2015,"Office Suite E 208/210, Dean Clough Mills, Halifax, HX3 5AX",Estio Healthcare Recruitment Limited,2807.2,64778790,5800
"Fao Paul Jones, Unit B8 &B10, Tenterfields Business Park, Burnley Road, Luddendenfoot, Halifax, HX2 6EQ",21/08/2015,"Units B8 & B10, Tenterfields Business Park, Luddendenfoot, Halifax             HX2 6EQ",Community Transport Calderdale Ltd,56.66,64448737,5700
,07/09/2015,"Office Suite G 426, Dean Clough Mills, Halifax, HX3 5AX",Duffy Fowler Gabbi Solicitors,3678.4,64788853,7600
,15/10/2015,"Mytholmroyd Medical Centre, Burnley Road, Mytholmroyd, Hebden Bridge        HX7 5LF",,0,76088805,2600
,17/06/2015,"Enterprise House, 250 Halifax Road, Todmorden, OL14 5SQ",,4721.5,78192250,9500
,01/04/2015,"Arden Works, Fenton Road, Halifax, HX1 3SN",,1714.18,65072719,8500
"P.O Box 25, Brighouse, HD6 1WR",01/10/2010,"Stonetech, Stand Lane, Brighouse, HD6 1TZ",Younger Homes (Northern) Ltd,4025.7,29552701,8100
"Registered Office, 6a Mill Field Road, Cottingley Business Park, Cottingley, BD16 1PY",06/11/2015,"Pear Tree Inn, Station Road, Norwood Green, Halifax             HX3 8QD",The Bridgehouse Pub Company Ltd,5839.75,68828702,11750
,10/10/2015,"Shibden Hall Road, Halifax, HX3 8PJ",,0,68556700,4100
"15 Southedge Close, Hipperholme, Halifax, West Yorkshire, HX3 8DW",02/12/2015,"Unit 10, Thrum Hall Business Park, Albert Road, Halifax              HX2 0DB",Thrum Hall Industrial Park Ltd,0,64040746,8700
,01/05/2015,"Unit 1.01, White Rose Mill, Holdsworth Road, Halifax              HX3 6SN",,0,65344983,970
,24/06/2013,"Market Stall 129-130, Market Hall, Borough Market, Halifax             HX1 1DZ",,0,64288768,4700
,01/10/2015,"Ground Floor, Old Town Mill, Wadsworth, Hebden Bridge        HX7 8SW",,0,76420729,6000
,31/07/2015,"Unit 8, Lineholme Industrial Estate, Burnley Road, Todmorden           OL14 7DH",,49.22,78076747,6100
,01/08/2015,"Unit 2A Beehive Mills, Hebble End, Hebden Bridge, HX7 6HJ",,0,76256761,2650
,01/06/2013,"Sovereign House, 8 Bonegate Road, Brighouse, HD6 1SP",,3578.4,29064701,7200
,02/03/2015,"9 Carr House Road, Shelf, Halifax, HX3 7QY",,0,64500009,3700
,01/11/2015,"Unit 13A Mearclough Works, Mearclough Road, Sowerby Bridge, HX6 3LF",,0,77340741,1375
,01/04/2015,"Nichols Yard, R/O 36 Town Hall Street, Sowerby Bridge, HX6 2EE",,0,77600725,1525
,17/11/2014,"Unit C 2ND Floor, Asquith Bottom Mills, Asquith Bottom, Sowerby Bridge       HX6 3BS",,0,77024790,810
,12/01/2015,"Rams Head Inn Car Park, 24 Wakefield Road, Sowerby Bridge, HX6 5PN",,0,77246024,3050
"The Bungalow, The Yard, Brow Wood Terrace, Bradford, BD6 2DR",23/02/2015,"Units 2/3, Vine Industrial Estate, Elland Road, Brighouse            HD6 2QS",Yfr Autos Ltd,1714.18,29236776,8500
"The Square, 2 Broad Street West, Sheffield, S1 2BQ",20/12/2014,"Unit S M 5.1, White Rose Mill, Holdsworth Road, Halifax              HX3 6SN",Ark Home Healthcare Ltd,1524.6,65344893,3150
"Victoria Terminal, Albert Road, Halifax, HX2 0DE",01/05/2014,"Unit 2 Victoria Terminal, Albert Road, Halifax, HX2 0BY",R Collett & Sons (Transport) Ltd,0,64040724,2175
"78 Helme Lane, Meltham Holmfirth, HD9 5RA",01/05/2014,"The Gatehouse, Unit 4 Black Brook Way, Stainland Road, Greetland            HX4 8ED",Sharpe Hydraulic Services Ltd,2178,64254706,9000
"Sunrise House, Hulley Road, Macclesfield, Cheshire, SK10 2LP",01/11/2013,"LEVEL-1 The 1830 Mill, Shaw Lodge Mills, Shaw Lane, Halifax              HX3 9ET",Shaw Lodge Mills Ltd,0,68526705,4850
"Sunrise House, Hulley Road, Macclesfield, Cheshire, SK10 2LP",01/11/2013,"Level 2 The 1830 Mill, Shaw Lodge Mills, Shaw Lane, Halifax              HX3 9ET",Shaw Lodge Mills Ltd,0,68526707,2250
"Holmfield Works, Shay Lane, Halifax, HX3 6RS",01/05/2014,"Unit 1 Holmfield Works, Shay Lane, Halifax, HX3 6RR",Broadbent Stanley Ltd,5566,68536808,11500
"Barclays Bank Chambers, 12 Market Street, Hebden Bridge, HX7 8AD",20/09/2014,"Stores Adj, Sandholme Mills, Commercial Street, Todmorden           OL14 5RG",Tayfield Investments Ltd,3180.8,78100704,6400
,01/04/2014,"Premier House, Holmes Road, Sowerby Bridge, HX6 3LD",,0,77284711,3700
,14/03/2014,"Unit 71 Bowers Mill, Branch Road, Barkisland, Halifax              HX4 0AD",,0,64344756,2900
,01/07/2014,"180 King Cross Road, Halifax, HX1 3LN",,0,65516180,4400
,01/05/2014,"Unit E Woodman Works, South Lane, Elland, HX5 0PA",Optimum Mechanical & Electrical Ltd,0,56220757,2900
,13/07/2015,"341 Skircoat Green Road, Halifax, HX3 0LX",Skircoat Green Dental Practice Ltd,378.34,68596705,6700
,15/04/2015,"Unit A, 52 Huddersfield Road, Elland, HX5 9AH",Million Hairs Ltd,0,56132052,5900
"Ground Floor, Riverside Mills, Saddleworth Road, Elland, HX5 0RY",01/05/2014,"Riverside Mills Grd Flr, Saddleworth Road, Elland, HX5 0RY",Barclay Firth Ltd,0,56212767,4900
,02/01/2014,"Unit 1 Brian Royd Mills, Brian Royd Lane, Greetland, Halifax              HX4 8PE",,0,64873704,2075
,01/05/2014,"14 Union Street, Halifax, HX1 1PR",,0,69144014,5800
,14/08/2014,"Turks Head Inn, Back Wharf Street, Sowerby Bridge, HX6 2AD",Perfect 10 Pub Company Ltd,2577.67,77032713,9400
,17/12/2014,"255 King Cross Road, Halifax, HX1 3JL",,0,65516255,3550
"C/O Ryden Llp, 3rd Floor Carlton Tower, 34 St Paul's Street, Leeds, LS1 2QB",07/02/2015,"Wessex House, Caldene Business Park, Mytholmroyd, Hebden Bridge        HX7 5QJ",Industrials Uk Ltd Partnership,0,76088848,5300
"Ms Kim Lana Blackburn, 3 Fielden Terrace, Todmorden, OL14 8BB",01/04/2011,"Pavilion, Calder Holmes Park, Holme Street, Hebden Bridge        HX7 8EE",Park Life Cafe Ltd,0,76292710,2300
,01/02/2015,"3 Savile Park Street, Halifax, HX1 3DY",,0,64224003,4550
,30/06/2015,"The Village Garden Hut, 1 Caldene Avenue, Mytholmroyd, Hebden Bridge        HX7 5AF",,0,76092707,2650
,01/04/2010,"Unit 6 The Nurseries, Halifax Road, Brighouse, HD6 2QD",Bodyshape Brighouse Ltd,0,29296730,3200
,10/08/2015,"23 Wharf Street, Sowerby Bridge, HX6 2LA",,1210.78,77652023,7900
,01/04/2015,"Unit 5, 10A Nanholme Mill, Shaw Wood Road, Todmorden           OL14 6DA",,0,78416715,1800
,01/12/2015,"Hinchcliffe Arms, Cragg Vale, Hebden Bridge, HX7 5TA",Mellor And Cross Limited,765.57,76164701,7300
,01/12/2013,"Unit 5 Washer Lane Works, Washer Lane, Halifax, HX2 7DX",,0,68296747,2000
,01/07/2014,"Unit 13 Hebble End Mill, Hebble End, Hebden Bridge, HX7 6HJ",,0,76256716,840
"Sovereign House, Fao Mital Shah, 1 Albert Place, Finchley, London, N3 1QB",25/03/2014,"Unit 7, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",Bizspace Ltd,3479,64628800,7000
,08/03/2014,"Unit 2 The Old Bakery, Cain Lane, Southowram, Halifax              HX3 9SA",,0,64464704,3650
,05/11/2012,"66b Carr House Road, Shelf, Halifax, HX3 7RJ",Cafe Revive,0,64500708,5200
,12/06/2014,"35 Stainland Road, Greetland, Halifax, HX4 8AD",Cafe Thai Ltd,2894.44,68772035,9700
,04/09/2013,"213 Shay Lane, Halifax, HX2 9AD",,0,68536865,1525
,01/04/2014,"Lower Bottomley Farm, Bottomley Road, Walsden, Todmorden           OL14 6QZ",,193.6,78026702,400
,30/10/2014,"Unit 4, The Market Business Centre, Hanson Lane, Halifax              HX1 5PF",,4436.65,65264760,11000
,28/10/2014,"13 South View, Whitegate, Halifax, HX3 9JP",,0,68922702,1325
"Unit 11 Woodman Works, South Lane, Elland, HX5 0PA",19/02/2014,"Unit 11 Woodman Works, South Lane, Elland, HX5 0PA",R C S (Yorkshire) Ltd,4452.8,56220803,9200
,07/04/2014,"Harrison House, 10 Harrison Road, Halifax, HX1 2AF",,0,65276703,5300
,06/06/2014,"Halifax Road, Hipperholme, Halifax, HX3 8ER",,0,65232706,1675
"Equitable House, 55 Pellon Lane, Halifax, HX1 5SP",01/01/2013,"Part Ground Floor & Basement, 3 Clare Road, Halifax, HX1 2HX",Albanyview Limited,0,64584800,5800
"19 West End, Hebden Bridge, HX7 8UQ",01/07/2014,"Unit B Rear, Adj Windsor Works, Victoria Road, Hebden Bridge        HX7 8JX",Wood & Wire Made Ltd,1455.36,76560738,8200
,01/04/2013,"Unit 1 First Floor, Commercial Mills, Oldham Road, Ripponden           HX6 4EH",,0,77408707,1650
,01/03/2014,"Unit 4, 561 Gibbet Street, Halifax, HX2 0AL",,0,65164889,2750
,01/04/2014,"202 Queens Road, Halifax, HX1 4NE",,0,68308202,2850
"Walker Singleton, Property House, Lister Lane, Halifax, HX1 5AS",27/07/2013,"Room 1 At, 37 Bethel Street, Brighouse, HD6 1JR",Bower & Child Ltd (1985) Retirement & Death Benefit Scheme,0,29048736,2000
,01/04/2013,"Magson House Farm, Danny Lane, Luddendenfoot, Halifax              HX2 6DD",,0,64902701,3250
,01/04/2010,"Unit 1 Southedge Works, Brighouse Road, Hipperholme, Halifax              HX3 8EF",,1372.22,64376756,8100
,25/07/2014,"Unit 1 Willow Hall Works, Willowfield Road, Halifax, HX2 7NF",,564.68,69604702,7000
"Ainleys Industrial Estate, Huddersfield Road, Elland, HX5 9JP",01/09/2014,"Office 5, Church Of St John Evangelist, Calder Street, West Vale            HX4 8AQ",Drive Medical Ltd,665.5,64480713,1375
,01/06/2014,"Unsurfaced Car Park, Former Alma Works, Alma Street, Walsden",,1161.6,78008703,2400
,01/04/2012,"6 Elland Road, Ripponden, Sowerby Bridge, HX6 4DB",,0,77196006,2225
"Kevin Pearce Childrens Centre, Ovenden Road, Ovenden, Halifax, HX3 5RQ",01/07/2014,"Cousin Lane, Halifax, HX2 0DQ",North Halifax Partnership Ltd,0,64696709,10500
,04/10/2014,"Dunkirk Mills, Dunkirk Lane, Halifax, HX1 3TB",Vandalite Lighting Ltd,3581.6,64852704,7400
"Suite 2, Rimani House, Hall Street, Halifax, HX1 5BD",16/06/2014,"Suite 2 Rimani House, Hall Street, Halifax, HX1 5AY",Calderdale Carers Project,0,65248706,4100
,01/08/2014,"Riverbank Primary Ripp Mill, Mill Fold Lane, Ripponden, Sowerby Bridge       HX6 4DH",Time Out Education Ltd,4119.58,77348770,10750
,10/06/2014,"Over 12-16, Bridge Gate, Hebden Bridge, HX7 8EX",,3115.5,76060714,9900
,10/05/2014,"First Floor, 259/261 Queens Road, Halifax, HX1 4NS",,1565.55,68308827,3150
,01/08/2013,"Unit 1.07, White Rose Mill, Holdsworth Road, Halifax              HX3 6SN",,0,65344986,630
"Claire Symons, Office 10, Britannia Works, Garden Street North, Halifax, HX3 6AE",01/04/2014,"Warehouse 2, Brittannia Works, Garden Street North, Halifax              HX3 6AE",Garden Street Publishing Ltd,0,65132721,2950
,06/01/2015,"74 Huddersfield Road, Elland, HX5 9AA",,0,56132801,2900
,12/10/2013,"Chapelfield Mills, Elland Road, Ripponden, Sowerby Bridge       HX6 4DB",,0,77196725,2500
,18/05/2014,"137 Bolton Brow, Sowerby Bridge, HX6 2BD",P S Ma'An & Son Ltd,0,77076137,5800
"St Bernards Mill, Gelderd Road, Gildersome, Leeds, LS27 7NA",24/09/2014,"Unit 21 Birkby House, Birkby Lane, Bailiff Bridge, Brighouse            HD6 4JJ",Blackshaw Holdings Ltd,0,29056753,1800
"F.A.O.Mr Steven Scott, 25 Hirst Grove, Hebden Bridge, HX7 8DN",24/01/2014,"Recording Studio, Basement Level Linden Mill, Linden Road, Hebden Bridge        HX7 7DP",Linden Music Studio Ltd,0,76340723,2175
"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",01/04/2014,"Unit 4A Grd Floor North Side, Exchange Mill, Saddleworth Road, Elland               HX5 0RY",Warmco Space Heating Ltd,0,56212753,1275
,01/03/2014,"1 Old Lane, North Bridge, Halifax, HX3 6TD",North Bridge Motors Ltd,0,68080701,3900
,02/12/2014,"25 Boothtown Road, Halifax, HX3 6EU",,0,64284025,1350
,01/07/2014,"Newfield, Linden Road, Mytholmroyd, Hebden Bridge        HX7 5AN",,0,79051701,1500
,01/01/2012,"1a West Avenue, Lightcliffe, Halifax, HX3 8TJ",,0,69336700,2600
"Unit 2, Woodman Works, South Lane, Elland, HX5 0PA",03/09/2013,"Adj Unit 2 Woodman Works, South Lane, Elland, HX5 0PA",Heathleigh Ltd,0,56220748,920
,01/01/2015,"Office Suite G 437, Dean Clough Mills, Halifax, HX3 5AX",Isdm Solutions Ltd,4436.65,64788848,11000
,06/12/2013,"32 Bradford Road, Brighouse, HD6 1RW",,319.44,29080032,6600
"107 Halifax Road, Denholm Gate, Bradford, BD13 4EU",27/06/2014,"97a Ovenden Road, Ovenden, Halifax, HX3 5RQ",Cardelium Ltd,0,64096700,2350
"P.O Box 25, Brighouse, HD6 1WR",16/06/2014,"Stand Lane, Brookfoot, Brighouse, HD6 2RG",Younger Homes (Northern) Ltd,0,29552700,2350
,07/04/2014,"14 Bridge End, Brighouse, HD6 3DH",,1476.2,29092014,3050
,21/03/2012,"39 Burnley Road, Todmorden, OL14 7BU",,0,78076879,5300
,01/04/2014,"29 Highroad Well Lane, Halifax, HX2 0LY",Revive Hair Design Ltd,0,65336029,2500
,21/11/2014,"161 King Cross Road, Halifax, HX1 3LN",,0,65516161,5400
,01/04/2014,"Mount Pleasant Mill Yard, Midgley Road, Mytholmroyd, Hebden Bridge       HX7 5LR",,0,76372708,530
,01/12/2014,"Queens Head Inn, 13 Mason Green, Illingworth, Halifax             HX2 8HG",,3226.68,65756700,10000
,01/04/2010,"Unit A Greenbank Storage, Drakes Industrial Estate, Shay Lane, Halifax              HX3 6RL",Amtec Engineering Ltd,0,68536894,2250
,29/04/2014,"Unit 12 The Ainleys, Huddersfield Road, Elland, HX5 9JP",,0,56132841,2325
,04/08/2014,"4/8 Bridge End, Brighouse, HD6 3DH",,0,29092706,3900
,01/04/2014,"Unit 1.06, White Rose Mill, Holdsworth Road, Halifax              HX3 6SN",,333.96,65344985,690
"Sovereign House, Fao Mital Shah, 1 Albert Place, Finchley, London, N3 1QB",10/09/2014,"Unit 8C, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",Bizspace Ltd,1540.7,64628746,3100
,01/10/2014,"Unit 11, The Ainleys, Huddersfield Road, Elland              HX5 9DW",Obl Contacts Ltd,0,56132783,2950
"C/O Danielle Firth, Heritage Exchange, Wellington Mills, 70 Plover Road Lindley, Huddersfield, HD3 3HR",01/06/2014,"Office 3 / 4, James Street Mills, South Lane, Elland               HX5 0HB",Megson Construction Ltd,1476.2,56220820,3050
"The Old Brassworks, Maude Street, Greetland, HX4 8AJ",28/07/2014,"Maude Street, Greetland, Halifax, HX4 8AJ",Wrought Worx Welding Ltd,0,65764700,5100
,01/12/2013,"Unit 4 Front, 2 Silver Street, Halifax, HX1 1HS",,0,68580730,3600
"C/O Stephensons Animal Feeds Ltd, Riley Street Mill, Burnley Road, Todmorden, OL14 7DH",01/01/2014,"Unit 9 Robinwood Mill, Burnley Road, Todmorden, OL14 8JA",Robin Wood Property Services,0,78076884,2350
,01/09/2014,"Land South Of The Rock Inn, Scammonden Road, Barkisland, Halifax              HX4 0DE",,0,68492704,1500
,05/01/2015,"Office 31 First Floor, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER",,0,64242728,1825
