Date,Departmental Family,Entity,Expense Area,Expense Type,Supplier,Transaction Number,Vat Registration Num,Amount
13/04/2011,Department of Health,Department of Health,INFORMATICS,Computer Hardware Purch,HM LAND REGISTRY,12792379,,68076.49
13/04/2011,Department of Health,Department of Health,INFORMATICS,Computer Maintenance,HM LAND REGISTRY,12792379,,8325.85
13/04/2011,Department of Health,Department of Health,INFORMATICS,Staff Consultancy & Suppt,PARITY RESOURCES LTD,12814506,,24966
13/04/2011,Department of Health,Department of Health,INFORMATICS,Staff Consultancy & Suppt,PARITY RESOURCES LTD,12814509,,26280
13/04/2011,Department of Health,Department of Health,INFORMATICS,Computer Hardware Purch,PROBRAND LTD,12799470,,-0.01
13/04/2011,Department of Health,Department of Health,INFORMATICS,Hardware & Crockery,PROBRAND LTD,12799470,,308082.5
13/04/2011,Department of Health,Department of Health,INFORMATICS,Computer Maintenance,PROBRAND LTD,12823423,,98331.27
13/04/2011,Department of Health,Department of Health,COMMUNICATIONS,Library services,PROMOTIONAL LOGISTICS LTD,IN309676,,20000
13/04/2011,Department of Health,Department of Health,COMMUNICATIONS,Printing,PROMOTIONAL LOGISTICS LTD,IN309676,,189429.83
13/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,REDFERN TRAVEL LTD,12823295,,641.43
13/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,REDFERN TRAVEL LTD,12823295,,283.66
13/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,REDFERN TRAVEL LTD,12823295,,420.71
13/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,REDFERN TRAVEL LTD,12823295,,1542.47
13/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,REDFERN TRAVEL LTD,12823295,,1132.1
13/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,REDFERN TRAVEL LTD,12823295,,139.55
13/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,REDFERN TRAVEL LTD,12823295,,478.85
13/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,REDFERN TRAVEL LTD,12823295,,2324.9
13/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,REDFERN TRAVEL LTD,12823295,,281.4
13/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,REDFERN TRAVEL LTD,12823295,,217.67
13/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,REDFERN TRAVEL LTD,12823295,,434.07
13/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,REDFERN TRAVEL LTD,12823295,,1262.54
13/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,REDFERN TRAVEL LTD,12823295,,9194.29
13/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,REDFERN TRAVEL LTD,12823295,,1055.02
13/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,REDFERN TRAVEL LTD,12823295,,2812.65
13/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,REDFERN TRAVEL LTD,12823295,,317.85
13/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,REDFERN TRAVEL LTD,12823295,,265.31
13/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,REDFERN TRAVEL LTD,12823295,,3988.04
13/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,REDFERN TRAVEL LTD,12823295,,8165.05
13/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,REDFERN TRAVEL LTD,12823295,,1198.32
13/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,REDFERN TRAVEL LTD,12823295,,8674.36
13/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,REDFERN TRAVEL LTD,12823295,,3713.61
13/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,REDFERN TRAVEL LTD,12823295,,344.35
13/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,REDFERN TRAVEL LTD,12823295,,3382.32
13/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,REDFERN TRAVEL LTD,12823295,,1446.83
13/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,REDFERN TRAVEL LTD,12823295,,329.79
13/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,REDFERN TRAVEL LTD,12823295,,506.82
13/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,REDFERN TRAVEL LTD,12823295,,566.4
13/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,REDFERN TRAVEL LTD,12823295,,1344.84
13/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,REDFERN TRAVEL LTD,12823295,,1420.83
13/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,REDFERN TRAVEL LTD,12823295,,113.72
13/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,REDFERN TRAVEL LTD,12823295,,774.47
13/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,REDFERN TRAVEL LTD,12823295,,137.52
13/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,REDFERN TRAVEL LTD,12823295,,1439.33
13/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,REDFERN TRAVEL LTD,12823295,,3349.68
13/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,REDFERN TRAVEL LTD,12823295,,400.52
13/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,REDFERN TRAVEL LTD,12823295,,2797.8
13/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,REDFERN TRAVEL LTD,12823295,,6982.65
13/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,REDFERN TRAVEL LTD,12823295,,89.92
13/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,REDFERN TRAVEL LTD,12823295,,2518.21
13/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,REDFERN TRAVEL LTD,12823295,,2286.78
13/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,REDFERN TRAVEL LTD,12823295,,3617.42
13/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,REDFERN TRAVEL LTD,12823295,,2199.29
13/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,REDFERN TRAVEL LTD,12823295,,1510.33
13/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,REDFERN TRAVEL LTD,12823295,,418.52
13/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,REDFERN TRAVEL LTD,12823295,,1215.83
13/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,REDFERN TRAVEL LTD,12823295,,2157.54
13/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,REDFERN TRAVEL LTD,12823295,,3400.23
13/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,REDFERN TRAVEL LTD,12823295,,5085.95
13/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,REDFERN TRAVEL LTD,12823295,,460.41
13/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,REDFERN TRAVEL LTD,12823295,,1163.24
13/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,REDFERN TRAVEL LTD,12823295,,7251.28
13/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,REDFERN TRAVEL LTD,12823295,,1396.08
13/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,REDFERN TRAVEL LTD,12823295,,2200.95
13/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,REDFERN TRAVEL LTD,12823295,,5940.92
13/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,REDFERN TRAVEL LTD,12823295,,112.93
13/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,REDFERN TRAVEL LTD,12823295,,568.33
13/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,REDFERN TRAVEL LTD,12823295,,93.82
13/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,REDFERN TRAVEL LTD,12823295,,755.47
13/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,REDFERN TRAVEL LTD,12823295,,1676.09
13/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,REDFERN TRAVEL LTD,12823295,,622.16
13/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,REDFERN TRAVEL LTD,12823295,,4685.6
13/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,REDFERN TRAVEL LTD,12823295,,538.13
13/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,REDFERN TRAVEL LTD,12823295,,393.19
13/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,REDFERN TRAVEL LTD,12823295,,242.41
13/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,REDFERN TRAVEL LTD,12823295,,1655.08
13/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,REDFERN TRAVEL LTD,12823295,,1062.56
13/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,REDFERN TRAVEL LTD,12823295,,4135.46
13/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,REDFERN TRAVEL LTD,12823295,,371.72
13/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,REDFERN TRAVEL LTD,12823295,,65.42
13/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,REDFERN TRAVEL LTD,12823295,,835.34
13/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,REDFERN TRAVEL LTD,12823295,,1361.58
13/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,REDFERN TRAVEL LTD,12823295,,282.14
13/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,REDFERN TRAVEL LTD,12823295,,3487.44
13/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,REDFERN TRAVEL LTD,12823295,,27.13
13/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,REDFERN TRAVEL LTD,12823295,,1716.75
13/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,REDFERN TRAVEL LTD,12823295,,7616.83
13/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,REDFERN TRAVEL LTD,12823295,,495.4
13/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,REDFERN TRAVEL LTD,12823295,,606.94
13/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,REDFERN TRAVEL LTD,12823295,,1263.59
13/04/2011,Department of Health,Department of Health,REGIONAL DIRECTORS PUBLIC HEALTH (RDsPH),Secondees in invoiced costs,WESTERN CHESHIRE PCT,8262799,,27216.95
13/04/2011,Department of Health,Department of Health,REGIONAL DIRECTORS PUBLIC HEALTH (RDsPH),Secondees in invoiced costs,WESTERN CHESHIRE PCT,8262764,,27825.1
13/04/2011,Department of Health,Department of Health,REGIONAL DIRECTORS PUBLIC HEALTH (RDsPH),Secondees in invoiced costs,WESTERN CHESHIRE PCT,8262618,,59217.48
13/04/2011,Department of Health,Department of Health,INFORMATICS,Computer Software/License,INTERSYSTEMS EUROPE,12764499,,27974.78
14/04/2011,Department of Health,Department of Health,INFORMATICS,Staff Consultancy & Suppt,ALPINE CONSORTIUM,12814514,,13800
14/04/2011,Department of Health,Department of Health,INFORMATICS,Staff Consultancy & Suppt,ALPINE CONSORTIUM,12814514,,7176
14/04/2011,Department of Health,Department of Health,More than one directorate,Expense clearing GPC (ST),BARCLAYCARD BUSINESS,1939001-18-APR-11,,4966.24
14/04/2011,Department of Health,Department of Health,NHS FINANCE PERFORMANCE & OPERATIONS,Contactor/ Staff Subsitution,CENTRAL OFFICE OF INFORMATION (COI),734032,,25827.89
14/04/2011,Department of Health,Department of Health,NHS FINANCE PERFORMANCE & OPERATIONS,Contactor/ Staff Subsitution,CENTRAL OFFICE OF INFORMATION (COI),734027,,28605.17
14/04/2011,Department of Health,Department of Health,NHS FINANCE PERFORMANCE & OPERATIONS,Contactor/ Staff Subsitution,CENTRAL OFFICE OF INFORMATION (COI),734026,,41923.48
14/04/2011,Department of Health,Department of Health,NHS FINANCE PERFORMANCE & OPERATIONS,Contactor/ Staff Subsitution,CENTRAL OFFICE OF INFORMATION (COI),734025,,51185.97
14/04/2011,Department of Health,Department of Health,HEALTH PROTECTION AND IMPROVEMENT,Outsourcing Contract,CITY UNIVERSITY,90245330,,34592
14/04/2011,Department of Health,Department of Health,FINANCE & OPERATIONS (DM),Porterage & removals,EMCOR FACILITIES SERVICES LTD,00192494ARI,,1723.72
14/04/2011,Department of Health,Department of Health,FINANCE & OPERATIONS (DM),Security: contract,EMCOR FACILITIES SERVICES LTD,00192494ARI,,20671.2
14/04/2011,Department of Health,Department of Health,FINANCE & OPERATIONS (DM),Building repairs & maintenance,EMCOR FACILITIES SERVICES LTD,00192494ARI,,20916.05
14/04/2011,Department of Health,Department of Health,FINANCE & OPERATIONS (DM),Cleaning: contract,EMCOR FACILITIES SERVICES LTD,00192494ARI,,23837.9
14/04/2011,Department of Health,Department of Health,FINANCE & OPERATIONS (DM),Minor office equipment purchases non capital,EMCOR FACILITIES SERVICES LTD,00192494ARI,,48845.01
14/04/2011,Department of Health,Department of Health,FINANCE & OPERATIONS (DM),Contactor/ Staff Subsitution,FOXLANE ASSOCIATES LTD,06.11-11,,49500
14/04/2011,Department of Health,Department of Health,HEALTH PROTECTION AND IMPROVEMENT,Outsourcing Contract,HEALTH PROTECTION AGENCY (HPA),5298975,,111938
14/04/2011,Department of Health,Department of Health,FINANCE & OPERATIONS (DM),Addition Clearing - F&F,HERMAN MILLER LTD,344114,,7638.72
14/04/2011,Department of Health,Department of Health,FINANCE & OPERATIONS (DM),Addition Clearing - F&F,HERMAN MILLER LTD,344114,,21637.8
14/04/2011,Department of Health,Department of Health,HEALTH PROTECTION AND IMPROVEMENT,Grants to non profit institutions (CUR),MIDDLESBOROUGH PCT,IW1448/ERS-427791-43983,,317805
14/04/2011,Department of Health,Department of Health,HEALTH PROTECTION AND IMPROVEMENT,Grants to non profit institutions (CUR),MIDDLESBOROUGH PCT,IW1447/ERS-427789-43982,,500000
14/04/2011,Department of Health,Department of Health,COMMISSIONING,Contactor/ Staff Subsitution,NORTHGATE HR LTD,91158131,,177391.3
14/04/2011,Department of Health,Department of Health,NHS FINANCE PERFORMANCE & OPERATIONS,Outsourcing Contract,RAMSAY HEALTH CARE UK OPERATIONS LTD,0052,,1048001.33
14/04/2011,Department of Health,Department of Health,NHS FINANCE PERFORMANCE & OPERATIONS,Outsourcing Contract,RAMSAY HEALTH CARE UK OPERATIONS LTD,0052,,1649491.04
14/04/2011,Department of Health,Department of Health,NHS FINANCE PERFORMANCE & OPERATIONS,Secondees in invoiced costs,SALFORD ROYAL NHS FOUNDATION TRUST,1000121456,,25000
14/04/2011,Department of Health,Department of Health,FINANCE & OPERATIONS (DM),Outsourcing Contract,STERIA LTD,100016511,,76599.57
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,ACADEMY OF MEDICAL SCIENCES,ERS-430624-45310,,435000
15/04/2011,Department of Health,Department of Health,HEALTH PROTECTION AND IMPROVEMENT,Product and distribution costs,AG Axtons & Sons (Wholesale) Ltd,5460,,60594.5
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,ERS-430336-44984,,149598
15/04/2011,Department of Health,Department of Health,WORKFORCE,Admin Revenue Grant-in-Aid,APPOINTMENTS COMMISSION,2011041,,300000
15/04/2011,Department of Health,Department of Health,INFORMATICS,Staff Consultancy & Suppt,ASE CONSULTING LTD,12823420,,256622.5
15/04/2011,Department of Health,Department of Health,SOCIAL CARE,Grants to non profit institutions (CUR),ASSOCIATION OF CHIEF EXECUTIVES OF VOLUNTARY ORGANISATIONS,ERS-430608-45222,,29160
15/04/2011,Department of Health,Department of Health,NHS Chief Information Officer,Addition Clearing - IT,ATOS ORIGIN IT SERVICES UK LTD,5584080935,,100979
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,AVON & WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,ERS-430625-45299,,61977
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,AVON & WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,ERS-430337-45051,,67363
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,ERS-430338-44992,,28611
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,BARTS AND THE LONDON NHS TRUST,ERS-430491-45160,,27722
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,BARTS AND THE LONDON NHS TRUST,ERS-430626-45275,,106000
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,BARTS AND THE LONDON NHS TRUST,ERS-430626-45275,,108070
