F1,F11,F2,F3,F4,F5,F7,F8,F9,F10,F6
Environment & Regeneration,,Allendale Building,Supplies & Services,08/06/2015,BB TRADE KITCHENS & BEDROOMS LTD,Revenue,1KM1C,Voids 2.5 Central,362.65,6600542
Environment & Regeneration,,Allendale Building,Supplies & Services,08/06/2015,BB TRADE KITCHENS & BEDROOMS LTD,Revenue,1KM1C,Voids 2.5 Central,452.4,6600543
Environment & Regeneration,,Allendale Building,Supplies & Services,08/06/2015,BB TRADE KITCHENS & BEDROOMS LTD,Revenue,1KM1C,Voids 2.5 Central,414.1,6600545
Environment & Regeneration,,Allendale Building,Supplies & Services,08/06/2015,BB TRADE KITCHENS & BEDROOMS LTD,Revenue,1KM1C,Voids 2.5 Central,451.26,6600561
Environment & Regeneration,,Allendale Building,Supplies & Services,08/06/2015,BB TRADE KITCHENS & BEDROOMS LTD,Revenue,1KM1E,Voids 2.5 East,313.67,6600562
Environment & Regeneration,,Allendale Building,Supplies & Services,08/06/2015,BB TRADE KITCHENS & BEDROOMS LTD,Revenue,1KM1C,Voids 2.5 Central,491.89,6600563
Environment & Regeneration,,Allendale Building,Supplies & Services,08/06/2015,BB TRADE KITCHENS & BEDROOMS LTD,Revenue,1KM1W,Voids 2.5 West,353.07,6600574
Environment & Regeneration,,Allendale Building,Supplies & Services,08/06/2015,BB TRADE KITCHENS & BEDROOMS LTD,Revenue,1KM1E,Voids 2.5 East,476.04,6600575
Environment & Regeneration,,Allendale Building,Supplies & Services,04/06/2015,BB TRADE KITCHENS & BEDROOMS LTD,Revenue,1KM1E,Voids 2.5 East,405.11,6578222
Environment & Regeneration,,Allendale Building,Supplies & Services,04/06/2015,BB TRADE KITCHENS & BEDROOMS LTD,Revenue,1KM1E,Voids 2.5 East,276.75,6578224
Environment & Regeneration,,Allendale Building,Supplies & Services,04/06/2015,BB TRADE KITCHENS & BEDROOMS LTD,Revenue,1KM1E,Voids 2.5 East,295.58,6578260
Environment & Regeneration,,Allendale Building,Supplies & Services,04/06/2015,BB TRADE KITCHENS & BEDROOMS LTD,Revenue,1KM1E,Voids 2.5 East,406.89,6586299
Environment & Regeneration,,Allendale Building,Supplies & Services,17/06/2015,BB TRADE KITCHENS & BEDROOMS LTD,Revenue,1KM1W,Voids 2.5 West,397.63,6575685
Environment & Regeneration,,Allendale Building,Supplies & Services,18/06/2015,BB TRADE KITCHENS & BEDROOMS LTD,Revenue,1KM1E,Voids 2.5 East,274.35,6595067
Environment & Regeneration,,Allendale Building,Supplies & Services,18/06/2015,BB TRADE KITCHENS & BEDROOMS LTD,Revenue,1KM1E,Voids 2.5 East,326.68,6595068
Environment & Regeneration,,Allendale Building,Supplies & Services,18/06/2015,BB TRADE KITCHENS & BEDROOMS LTD,Revenue,1KM1E,Voids 2.5 East,288.21,6595070
Environment & Regeneration,,Allendale Building,Supplies & Services,18/06/2015,BB TRADE KITCHENS & BEDROOMS LTD,Revenue,1KM1E,Voids 2.5 East,321.66,6595072
Environment & Regeneration,,Allendale Building,Supplies & Services,18/06/2015,BB TRADE KITCHENS & BEDROOMS LTD,Revenue,1KM1E,Voids 2.5 East,463.44,6595073
Environment & Regeneration,,Allendale Building,Supplies & Services,18/06/2015,BB TRADE KITCHENS & BEDROOMS LTD,Revenue,1KR1E,Response East,403.15,6595074
Environment & Regeneration,,Allendale Building,Supplies & Services,18/06/2015,BB TRADE KITCHENS & BEDROOMS LTD,Revenue,1KM1E,Voids 2.5 East,455.45,6595076
Environment & Regeneration,,Allendale Building,Supplies & Services,18/06/2015,BB TRADE KITCHENS & BEDROOMS LTD,Revenue,1KM1E,Voids 2.5 East,545.47,6595077
Environment & Regeneration,,Allendale Building,Supplies & Services,18/06/2015,BB TRADE KITCHENS & BEDROOMS LTD,Revenue,1KM1E,Voids 2.5 East,256,6595097
Environment & Regeneration,,Allendale Building,Supplies & Services,18/06/2015,BB TRADE KITCHENS & BEDROOMS LTD,Revenue,1KM1E,Voids 2.5 East,356.95,6595098
Environment & Regeneration,,Allendale Building,Supplies & Services,18/06/2015,BB TRADE KITCHENS & BEDROOMS LTD,Revenue,1KM1E,Voids 2.5 East,358.79,6595099
Environment & Regeneration,,Allendale Building,Supplies & Services,18/06/2015,BB TRADE KITCHENS & BEDROOMS LTD,Revenue,1KM1E,Voids 2.5 East,531.63,6595100
Environment & Regeneration,,NS: Capital Works,Supplies & Services,26/06/2015,BB TRADE KITCHENS & BEDROOMS LTD,Revenue,1KVWC,Minor Works Contracts,373.77,6600569
Environment & Regeneration,,NS: Capital Works,Supplies & Services,26/06/2015,BB TRADE KITCHENS & BEDROOMS LTD,Revenue,1KVWC,Minor Works Contracts,413.64,6600570
Environment & Regeneration,,NS: Capital Works,Supplies & Services,26/06/2015,BB TRADE KITCHENS & BEDROOMS LTD,Revenue,1KVWC,Minor Works Contracts,433.64,6600573
Environment & Regeneration,,NS: Capital Works,Supplies & Services,26/06/2015,BB TRADE KITCHENS & BEDROOMS LTD,Revenue,1KVWC,Minor Works Contracts,476.28,6600576
Environment & Regeneration,,NS: Capital Works,Supplies & Services,26/06/2015,BB TRADE KITCHENS & BEDROOMS LTD,Revenue,1KVWC,Minor Works Contracts,491.06,6622881
Environment & Regeneration,,NS: Capital Works,Supplies & Services,26/06/2015,BB TRADE KITCHENS & BEDROOMS LTD,Revenue,1KVWC,Minor Works Contracts,613.78,6622902
Environment & Regeneration,,NS: Capital Works,Supplies & Services,26/06/2015,BB TRADE KITCHENS & BEDROOMS LTD,Revenue,1KVWC,Minor Works Contracts,557.83,6622903
Environment & Regeneration,,NS: Capital Works,Supplies & Services,26/06/2015,BB TRADE KITCHENS & BEDROOMS LTD,Revenue,1KVWC,Minor Works Contracts,395.81,6622916
Environment & Regeneration,,NS: Capital Works,Supplies & Services,26/06/2015,BB TRADE KITCHENS & BEDROOMS LTD,Revenue,1KVWC,Minor Works Contracts,422.34,6622917
Environment & Regeneration,,NS: Capital Works,Supplies & Services,26/06/2015,BB TRADE KITCHENS & BEDROOMS LTD,Revenue,1KVWC,Minor Works Contracts,390.76,6622918
Environment & Regeneration,,NS: Capital Works,Supplies & Services,26/06/2015,BB TRADE KITCHENS & BEDROOMS LTD,Revenue,1KVWC,Minor Works Contracts,435.04,6622923
Environment & Regeneration,,NS: Capital Works,Supplies & Services,26/06/2015,BB TRADE KITCHENS & BEDROOMS LTD,Revenue,1KVWC,Minor Works Contracts,443.69,6622942
Environment & Regeneration,,E&R - Technical Consultancy,Capital Expenditure,11/06/2015,BBS (BRICK & STONE) LTD,Capital,2DP02,Devt Capital CC,5420.28,6600489
Environment & Regeneration,,E&R - Technical Consultancy,Capital Expenditure,08/06/2015,BBS (BRICK & STONE) LTD,Capital,2DP02,Devt Capital CC,7508.56,6600050
Environment & Regeneration,,E&R - Technical Consultancy,Capital Expenditure,08/06/2015,BBS (BRICK & STONE) LTD,Capital,2DP02,Devt Capital CC,5344.12,6600052
Adult and Culture,,Social Services,Premises,42164,BEDEBURN,Revenue,1MC41,Bedeburn Short Break Unit,7.88,6605085
Adult and Culture,,Social Services,Supplies & Services,42164,BEDEBURN,Revenue,1MC41,Bedeburn Short Break Unit,401.5,6605085
Adult and Culture,,Social Services,Transport,42164,BEDEBURN,Revenue,1MC41,Bedeburn Short Break Unit,13.7,6605085
Chief Executive's,,CD - Corporate Services NOR,Supplies & Services,22/06/2015,BEECHAM PEACOCK SOLICITORS,Revenue,1MD68,Legal Fees Care,1123.8,6616440
HRA,,HRA General,Premises,29/06/2015,BELL DECORATING GROUP,Revenue,1HBAP,Planned Assets & Programming,488.03,6612979
Environment & Regeneration,,Fleet Management System,Supplies & Services,09/06/2015,BELL TRUCK SALES LTD,Revenue,1KESH,Light Workshop Routine Repair,311.86,6604204
Environment & Regeneration,,Cityworks Parks & C/side,Supplies & Services,09/06/2015,BELLE TENTS,Revenue,1KL6N,Seasonal Events,300,6582488
Adult and Culture,,Social Services-Carefirst,"Sales, Fees & Charges",16/06/2015,BELLE VUE HOUSE,Revenue,1MG10,Nursing Care OP,-4519.52,6611148
Adult and Culture,,Social Services-Carefirst,"Sales, Fees & Charges",16/06/2015,BELLE VUE HOUSE,Revenue,1MG20,Residential Care OP,-2966.92,6611148
Adult and Culture,,Social Services-Carefirst,Third Party Payments,16/06/2015,BELLE VUE HOUSE,Revenue,1MG10,Nursing Care OP,1064.56,6611001
Adult and Culture,,Social Services-Carefirst,Third Party Payments,16/06/2015,BELLE VUE HOUSE,Revenue,1MG10,Nursing Care OP,23181.55,6611148
Adult and Culture,,Social Services-Carefirst,Third Party Payments,16/06/2015,BELLE VUE HOUSE,Revenue,1MG20,Residential Care OP,12282.96,6611148
Adult and Culture,,Social Services-Carefirst,Third Party Payments,16/06/2015,BELLE VUE HOUSE,Revenue,1MG10,Nursing Care OP,5792.27,6611149
Children's Services,,Invoice,Capital Expenditure,24/06/2015,BENFIELD MOTORS GROUP,Capital,2KF01,Facility Services,13987.28,6620700
Environment & Regeneration,,NS: City Transport,Capital Expenditure,08/06/2015,BENFIELD MOTORS GROUP,Capital,2KF01,Facility Services,13762.28,6584910
Environment & Regeneration,,NS: City Transport,Capital Expenditure,03/06/2015,BENFIELD MOTORS GROUP,Capital,2KF01,Facility Services,15560.29,6584909
Environment & Regeneration,,NS: City Transport,Transport,08/06/2015,BENFIELD MOTORS GROUP,Revenue,1KESW,Fleet SLA Costs & Income,225,6584910
Environment & Regeneration,,NS: City Transport,Transport,03/06/2015,BENFIELD MOTORS GROUP,Revenue,1KESW,Fleet SLA Costs & Income,225,6584909
Environment & Regeneration,,Fleet Management System,Supplies & Services,05/06/2015,BENTON AUTO ELECTRICS,Revenue,1KESH,Light Workshop Routine Repair,265,6602021
Environment & Regeneration,,Fleet Management System,Supplies & Services,26/06/2015,BENTON AUTO ELECTRICS,Revenue,3KES1,Fleetmaster Stores Account,430,6604071
Environment & Regeneration,,Blacksmiths,Supplies & Services,24/06/2015,BERENDSEN,Revenue,1KENB,Fleet Workshops OH,925.64,6613821
Adult and Culture,,Adult Serv Finance,Supplies & Services,42172,BETASOFT,Revenue,1MR53,Care First,10205.66,6602273
Environment & Regeneration,,Highways,Premises,25/06/2015,BETTABLAST BLASTING SERVICES,Revenue,1KEMC,Highways,1400,6595234
Children's Services,,Educ Fossway S/Start,Premises,05/06/2015,BETTAKLEEN LTD,Revenue,1EEE1,East CC Central Costs,800.11,6602045
Children's Services,,Educ Fossway S/Start,Premises,19/06/2015,BETTAKLEEN LTD,Revenue,1EEE1,East CC Central Costs,800.11,6612666
Adult and Culture,,Social Services-Care Support,Supplies & Services,42173,BETTER DAYS,Revenue,1MK94,Skills For People,3761.14,6613885
Chief Executive's,,CD - Markets,Supplies & Services,26/06/2015,BIC PLC,Revenue,1DR03,Grainger Market,636,6623033
Chief Executive's,,CD - Markets,Supplies & Services,23/06/2015,BIC PLC,Revenue,1DR03,Grainger Market,1071,6617861
Environment & Regeneration,,E&R Fairer Housing,Third Party Payments,02/06/2015,BIG JIGSAW LTD,Revenue,1VH31,FHU General & Delivery Team,1289,6595883
Environment & Regeneration,,E&R Fairer Housing,Third Party Payments,02/06/2015,BIG JIGSAW LTD,Revenue,1VH31,FHU General & Delivery Team,1288,6595884
Environment & Regeneration,,E&R Fairer Housing,Third Party Payments,11/06/2015,BIG JIGSAW LTD,Revenue,1VH31,FHU General & Delivery Team,660,6595885
Adult and Culture,,Social Services-Carefirst,Long Term Assets,30/06/2015,BIRCHDALE CARE HOME,Revenue,4WX13,Ind Sector Client Loan Fund,1211.44,6625105
Adult and Culture,,Social Services-Carefirst,"Sales, Fees & Charges",02/06/2015,BISHOPSGATE LODGE CARE HOME,Revenue,1MG20,Residential Care OP,-519.12,6598884
Adult and Culture,,Social Services-Carefirst,"Sales, Fees & Charges",30/06/2015,BISHOPSGATE LODGE CARE HOME,Revenue,1MG20,Residential Care OP,-519.12,6625166
Adult and Culture,,Social Services-Carefirst,Third Party Payments,02/06/2015,BISHOPSGATE LODGE CARE HOME,Revenue,1MG20,Residential Care OP,1828.76,6598884
Adult and Culture,,Social Services-Carefirst,Third Party Payments,30/06/2015,BISHOPSGATE LODGE CARE HOME,Revenue,1MG20,Residential Care OP,1828.76,6625166
Chief Executive's,,"CD - Policy, Strat & Comms NOR         ",Supplies & Services,01/06/2015,BKW TENANTS AND RESIDENTS ASSOCATION,Revenue,1KN23,Westgate Ward,1533,6583370
Environment & Regeneration,,NS: Street Lighting PFI,Premises,05/06/2015,BLACHERE WONDERLAND ILLUMINATIONS UK LTD,Revenue,1KE92,Christmas Lights,1050,6583283
Environment & Regeneration,,NS: Street Lighting PFI,Premises,10/06/2015,BLACHERE WONDERLAND ILLUMINATIONS UK LTD,Revenue,1KE92,Christmas Lights,1050,6606209
Adult and Culture,,Adult Serv Apprenticeship Plus,Supplies & Services,42179,BLAKELAW WARD COMMUINTY PARTNERSHIP,Revenue,1EA65,Apprenticeship Plus,416.66,6613383
Adult and Culture,,AS - Westgate AE   td,Supplies & Services,02/06/2015,BLAKEMORE FOODSERVICE,Revenue,1EA06,Westgate ASB,312.66,6588655
Adult and Culture,,Adult Serv Admin Support,Transport,42157,BLUE LINE TAXIS,Revenue,1MG01,Care Management OP,523,6594077
Adult and Culture,,Social Services-Care Support,Supplies & Services,42173,BLUE SKY TRUST,Revenue,1MP01,Care Management HIV/AIDs,3413.15,6613873
Adult and Culture,,Social Services,Third Party Payments,42156,BLYTH STAR ENTERPRISES LIMITED,Revenue,1MM50,Home Care MH,8513.68,6597891
Adult and Culture,,Social Services,Third Party Payments,42179,BLYTH STAR ENTERPRISES LIMITED,Revenue,1MM50,Home Care MH,8513.68,6618457
Adult and Culture,,Adult Serv Admin Support,Premises,42173,BOB CROSBY AGENCIES LTD,Revenue,1MR52,Adults Admin Pool,332.1,6594047
Adult and Culture,,Adult Serv Admin Support,Supplies & Services,42173,BOB CROSBY AGENCIES LTD,Revenue,1MR52,Adults Admin Pool,249.9,6594047
Adult and Culture,,EEC Homeless,Premises,42184,BOB CROSBY AGENCIES LTD,Revenue,1VH22,Temporary Accommodation Prem,352.96,6616340
Adult and Culture,,Library Admin,Premises,42173,BOB CROSBY AGENCIES LTD,Revenue,1EJ20,City Library Premises,836.88,6596631
Adult and Culture,,Library Admin,Supplies & Services,42177,BOB CROSBY AGENCIES LTD,Revenue,1EJ20,City Library Premises,841.8,6614944
Adult and Culture,,AS - Westgate AE,Premises,29/06/2015,BOB CROSBY AGENCIES LTD,Revenue,1EA15,Newcastle City Learning Main,598.8,6616337
Adult and Culture,,Adult Serv Welf,Supplies & Services,26/06/2015,BOB CROSBY AGENCIES LTD,Revenue,1MX01,Welford Resource Centre LD,261.81,6613789
Children's Services,,Invoice,Supplies & Services,26/06/2015,BOB CROSBY AGENCIES LTD,Revenue,1KH45,Walkergate Primary,280.81,6596790
Environment & Regeneration,,Cityworks East End Pool,Premises,22/06/2015,BOB CROSBY AGENCIES LTD,Revenue,1KL1D,East End Pool,375.1,6615767
Environment & Regeneration,,Cityworks East End Pool,Supplies & Services,22/06/2015,BOB CROSBY AGENCIES LTD,Revenue,1KL1D,East End Pool,137.8,6615767
Environment & Regeneration,,Cityworks Elswick,Supplies & Services,22/06/2015,BOB CROSBY AGENCIES LTD,Revenue,1KL1E,Elswick Pool,325.4,6614942
Environment & Regeneration,,Cityworks Westgate Centre,Premises,22/06/2015,BOB CROSBY AGENCIES LTD,Revenue,1KL2A,Centre For Sport,485.4,6615785
Environment & Regeneration,,CW Civic Serv Build Mngmt,Premises,17/06/2015,BOB CROSBY AGENCIES LTD,Revenue,1KKK8,Civic Centre,270.2,6596626
Environment & Regeneration,,CW Civic Serv Build Mngmt,Premises,26/06/2015,BOB CROSBY AGENCIES LTD,Revenue,1KKX1,Civic Centre Direct Costs,950.4,6620352
Environment & Regeneration,,CW Civic Serv Build Mngmt,Premises,26/06/2015,BOB CROSBY AGENCIES LTD,Revenue,1KKX1,Civic Centre Direct Costs,348.18,6620409
Environment & Regeneration,,CW Civic Serv Build Mngmt,Premises,26/06/2015,BOB CROSBY AGENCIES LTD,Revenue,1KKX1,Civic Centre Direct Costs,950.4,6620540
Environment & Regeneration,,CW Civic Services Catering,Premises,17/06/2015,BOB CROSBY AGENCIES LTD,Revenue,1KF07,Banqueting Suite,792.74,6594028
Environment & Regeneration,,NS: Asset Man,Premises,22/06/2015,BOB CROSBY AGENCIES LTD,Revenue,1MC06,Iona Place Childrens Unit,295,6615911
Environment & Regeneration,,NS: Capital Works,Supplies & Services,08/06/2015,BOB CROSBY AGENCIES LTD,Revenue,1KVWC,Minor Works Contracts,3149.17,6603389
Environment & Regeneration,,NS: Capital Works,Supplies & Services,19/06/2015,BOB CROSBY AGENCIES LTD,Revenue,1KVEM,Mechanical Stand Alone Works,317.5,6614687
Environment & Regeneration,,Cityworks Central Off,Premises,19/06/2015,BOB CROSBY AGENCIES LTD,Revenue,1KL2A,Centre For Sport,430.03,6599801
Environment & Regeneration,,NS: District Heating,Supplies & Services,12/06/2015,BOC LTD,Revenue,1KR8L,Wide District Heating,1323.9,6607967
Environment & Regeneration,,NS: District Heating,Supplies & Services,30/06/2015,BOC LTD,Revenue,1KR05,District Heating,335.73,6564693
Chief Executive's,,CD - Economic Development,Capital Expenditure,02/06/2015,BOND DICKINSON LLP,Capital,2N401,Capital General,5052.75,6594155
Chief Executive's,,CD - Economic Development,Capital Expenditure,26/06/2015,BOND DICKINSON LLP,Capital,2N401,Capital General,5864.48,6621340
Chief Executive's,,CD - Legal Services,Supplies & Services,01/06/2015,BOND DICKINSON LLP,Revenue,1E323,School Reorganisation,400,6597235
Chief Executive's,,CD - Legal Services,Supplies & Services,25/06/2015,BOND DICKINSON LLP,Revenue,1DQ99,S&M Management,1600,6621330
Chief Executive's,,CD - Legal Services,Supplies & Services,25/06/2015,BOND DICKINSON LLP,Revenue,1E323,School Reorganisation,637,6621332
Chief Executive's,,CD - Safe Newcastle Unit,Supplies & Services,01/06/2015,BOND DICKINSON LLP,Revenue,1VP25,Safe Newcastle Programme,4083.33,6597778
Environment & Regeneration,,EEC U/Design,Supplies & Services,04/06/2015,BOND DICKINSON LLP,Revenue,1V072,Historic Environment,1276,6594263
Adult and Culture,,Social Services-Carefirst,Third Party Payments,02/06/2015,BONHOMIE HOUSE CARE HOME,Revenue,1MM10,Nursing Care MH,5000,6598916
Adult and Culture,,Social Services-Carefirst,Third Party Payments,30/06/2015,BONHOMIE HOUSE CARE HOME,Revenue,1MM10,Nursing Care MH,5000,6625200
Environment & Regeneration,,Walker Activity Dome,Supplies & Services,19/06/2015,BOOKER CASH & CARRY LTD,Revenue,1KL2D,Walker Activity Dome,361.15,6614540
Environment & Regeneration,,Walker Activity Dome,Supplies & Services,19/06/2015,BOOKER CASH & CARRY LTD,Revenue,1KL2D,Walker Activity Dome,343.64,6614552
Adult and Culture,,Social Services - Social Care Payments,Third Party Payments,42170,BOOTS PHARMACY,Revenue,1ML09,PH - Drugs and alcohol,4455,6609726
Adult and Culture,,Social Services - Social Care Payments,Third Party Payments,42173,BOOTS PHARMACY,Revenue,1ML09,PH - Drugs and alcohol,4055,6613848
Adult and Culture,,Social Services - Social Care Payments,Third Party Payments,42173,BOOTS PHARMACY,Revenue,1ML11,PH - Smoking & Tobacco,4838.27,6613848
Adult and Culture,,Social Services - Social Care Payments,Third Party Payments,42173,BOOTS PHARMACY,Revenue,1ML10,PH - Sexual health -C'ception,28117.34,6613848
Adult and Culture,,Social Services-Carefirst,"Sales, Fees & Charges",16/06/2015,BOWLAND LODGE,Revenue,1MG20,Residential Care OP,-5268.47,6611162
Adult and Culture,,Social Services-Carefirst,"Sales, Fees & Charges",16/06/2015,BOWLAND LODGE,Revenue,1MH20,Residential Care PD,-229.68,6611162
Adult and Culture,,Social Services-Carefirst,"Sales, Fees & Charges",16/06/2015,BOWLAND LODGE,Revenue,1MM20,Residential Care MH,-1706.68,6611162
Adult and Culture,,Social Services-Carefirst,Third Party Payments,16/06/2015,BOWLAND LODGE,Revenue,1MG20,Residential Care OP,25460.24,6611162
Adult and Culture,,Social Services-Carefirst,Third Party Payments,16/06/2015,BOWLAND LODGE,Revenue,1MH20,Residential Care PD,2781.81,6611162
Adult and Culture,,Social Services-Carefirst,Third Party Payments,16/06/2015,BOWLAND LODGE,Revenue,1MK20,Residential Care LD,1722.24,6611162
Adult and Culture,,Social Services-Carefirst,Third Party Payments,16/06/2015,BOWLAND LODGE,Revenue,1MM20,Residential Care MH,6352,6611162
Chief Executive's,,CD - Finance & Resources NOR,Capital Expenditure,15/06/2015,BOX TECH SERVICES LTD,Capital,2N401,Capital General,799,6609758
Chief Executive's,,CD - Finance & Resources NOR,Capital Expenditure,04/06/2015,BOX TECH SERVICES LTD,Capital,2N401,Capital General,799,6601133
Adult and Culture,,Social Services-Carefirst,Third Party Payments,02/06/2015,BRACKEN RIDGE MANOR,Revenue,1MM10,Nursing Care MH,2205.52,6598909
Adult and Culture,,Social Services-Carefirst,Third Party Payments,30/06/2015,BRACKEN RIDGE MANOR,Revenue,1MM10,Nursing Care MH,2205.52,6625193
Adult and Culture,,Social Services-Carefirst,"Sales, Fees & Charges",02/06/2015,BRAMPTON COURT,Revenue,1MG10,Nursing Care OP,-1186.38,6598758
Adult and Culture,,Social Services-Carefirst,"Sales, Fees & Charges",02/06/2015,BRAMPTON COURT,Revenue,1MG20,Residential Care OP,-675.28,6598758
Adult and Culture,,Social Services-Carefirst,"Sales, Fees & Charges",02/06/2015,BRAMPTON COURT,Revenue,1MG10,Nursing Care OP,3328.94,6598759
Adult and Culture,,Social Services-Carefirst,"Sales, Fees & Charges",30/06/2015,BRAMPTON COURT,Revenue,1MG10,Nursing Care OP,-991.6,6625084
