Address,Case Date,Case Reference,Case Text,Classification,Codetext,Decision,Decision Date,Decision Target Date,Geo X,Public Consultation End Date,Public Consultation Start Date,Service Type,Ward,Appeal Decision Date,Decision Notice Date,Decision Type,Geo Y,Status
423743,31/03/2017,"""",409591,1,DEL,09/03/2017,09/02/2017,14/03/2017,14/03/2017,,,1,,,,13,,1
"""17 Smithy Lane",17/02/2017,17/00196/HSE,Two storey side extension and single storey extension to front and rear,Q21,,,,,,,,HSE,,,,,,
,,Colden,,,,,,,,,,,,,,,,
,,Hebden Bridge,,,,,,,,,,,,,,,,
,,West Yorkshire,,,,,,,,,,,,,,,,
,,HX7 7HN,,,,,,,,,,,,,,,,
428625,18/04/2017,"""",396649,1,DEL,31/03/2017,06/03/2017,28/04/2017,28/04/2017,,,1,,,,2,,1
"""4 Jasmine Gardens",20/02/2017,16/01063/NMA,Non Material Amendment to application 16/01063 - Increase width of building by 680mm,NMA,,,,,,,,NMA,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX1 3ZA,,,,,,,,,,,,,,,,
424686,21/03/2017,"""",407963,NMAA,,,,09/03/2017,09/03/2017,,,NMAA,,,,10,,
"""Land North West Of",24/02/2017,17/00229/FUL,Agricultural building for pig rearing (Revised Scheme to 16/01412),Q18,,,,,,,,FUL,,,,,,
,,Lower Brockwell Lane,,,,,,,,,,,,,,,,
,,Triangle,,,,,,,,,,,,,,,,
,,Sowerby Bridge,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
422801,11/05/2017,"""",404902,16,DEL,28/04/2017,04/04/2017,11/08/2017,17/08/2017,,,16,,,,12,,16
"""Whyte Gates",02/03/2017,17/00262/HSE,Two storey and single storey rear extensions,Q21,,,,,,,,HSE,,,,,,
,,New Hey Road,,,,,,,,,,,,,,,,
,,Ainley Top,,,,,,,,,,,,,,,,
,,Elland,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HD2 2EA,,,,,,,,,,,,,,,,
419593,31/05/2017,"""",411617,1,DEL,28/04/2017,05/04/2017,02/05/2017,02/05/2017,,,1,,,,3,,1
"""Land Opposite 10",03/03/2017,17/00265/FUL,Detached dwelling,Q13,,,,,,,,FUL,,,,,,
,,Brant Avenue,,,,,,,,,,,,,,,,
,,Illingworth,,,,,,,,,,,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
427593,04/07/2017,"""",407546,1,DEL,04/08/2017,10/05/2017,10/08/2017,10/08/2017,,,1,,,,9,,1
"""Land West Of",03/03/2017,17/00266/RES,Two detached dwellings (Reserved Matters Persuant to Application 13/01488)(Amended Plans),Q13,,,,,,,,RES,,,,,,
,,Upper Lane,,,,,,,,,,,,,,,,
,,Northowram,,,,,,,,,,,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,West Yorkshire,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
426832,02/05/2017,"""",411110,PDE,COMM,30/05/2017,02/05/2017,,,,,,,,,8,,
"""44 Crowtrees Lane",03/03/2017,17/00267/HSE,First floor side extension and single storey porch to front elevation.,Q21,,,,,,,,HSE,,,,,,
,,Brighouse,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HD6 3NH,,,,,,,,,,,,,,,,
421370,28/04/2017,"""",413658,1,DEL,21/04/2017,21/03/2017,27/04/2017,27/04/2017,,,1,,,,11,,1
"""Castlefields Golf Club",15/02/2017,17/20022/TPO,Prune two trees (Tree Preservation Order),TPO,,,,,,,,TPO,,,,,,
,,Rastrick Common,,,,,,,,,,,,,,,,
,,Brighouse,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HD6 3EL,,,,,,,,,,,,,,,,
421763,12/04/2017,"""",414049,4,DEL,24/03/2017,03/03/2017,11/04/2017,12/04/2017,,,4,,,,11,,4
including minor alterations to staircase on Platform 2,07/03/2017,17/00299/LBC,"""Replacement of existing disused goods lifts with new passenger lifts in same location",Q23,,,,,,,,LBC,,,,,,
,,Station Road,,,,,,,,,,,,,,,,
,,Hebden Bridge,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX7 6JE,,,,,,,,,,,,,,,,
426810,15/06/2017,"""",399523,3,DEL,26/05/2017,,14/06/2017,14/06/2017,,,3,,,,2,,3
"""Littlemoor Farm",25/05/2017,17/00675/OUT,Demolition of existing buildings and residential development of up to five dwellings (Outline),Q13,,,,,,,,OUT,,,,,,
,,Great Edge,,,,,,,,,,,,,,,,
,,Luddenden,,,,,,,,,,,,,,,,
,,Sowerby Bridge,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
424845,20/07/2017,"""",405214,11,DEL,19/07/2017,07/06/2017,20/07/2017,20/07/2017,,,11,,,,17,,11
"""Little Orchard",02/06/2017,17/00693/HSE,Extension to existing bungalow to side elevation to form double garage and replacing existing car port,,,,,,,,,HSE,,,,,,
,,134A Rochdale Road,,,,,,,,,,,,,,,,
,,Greetland,,,,,,,,,,,,,,,,
,,Elland,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX4 8HR,,,,,,,,,,,,,,,,
421349,,"""",408982,INV,,,,,,,,,,,,4,,
"""Land Adjacent Holme Works",02/06/2017,17/00694/191,Use of land as car park (Lawful Development Certificate),Q26,,,,,,,,191,,,,,,
,,Holmes Road,,,,,,,,,,,,,,,,
,,Sowerby Bridge,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
423614,07/08/2017,"""",406506,44,DEL,23/06/2017,,31/07/2017,31/07/2017,,,44,,,,14,,44
"""9 Woodhouse Lane",02/06/2017,17/00695/LBC,Proposed front porch with wc (Listed Building Consent),Q23,,,,,,,,LBC,,,,,,
,,Brighouse,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HD6 3TG,,,,,,,,,,,,,,,,
421859,28/07/2017,"""",415183,3,DEL,12/07/2017,12/06/2017,27/07/2017,27/07/2017,,,3,,,,11,,3
"new entrance porch to front elevation and conversion of existing garage to habitable room.""",02/06/2017,17/00696/HSE,"""Single storey rear extension",Q21,,,,,,,,HSE,,,,,,
,,Ainley Top,,,,,,,,,,,,,,,,
,,Elland,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HD2 2EA,,,,,,,,,,,,,,,,
419541,08/08/2017,"""",411567,PCO,,10/07/2017,19/06/2017,,,,,,,,,3,,
"""Land Adjacent To Oak Bank",06/06/2017,17/00711/VAR,"""Variation of Condition 1 of Planning Application 16/01132/FUL to amend plans	""",Q18,,,,,,,,VAR,,,,,,
,,Excelsior Close,,,,,,,,,,,,,,,,
,,Ripponden,,,,,,,,,,,,,,,,
,,Sowerby Bridge,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
419050,09/08/2017,"""",403430,1,DEL,14/06/2017,20/06/2017,09/08/2017,09/08/2017,,,1,,,,12,,1
"replacement illuminated totem and miscellaneous non illuminated signs.""",08/06/2017,17/10014/ADV,"""Replacement of illuminated and non illuminated signs to front",Q22,,,,,,,,ADV,,,,,,
,,25 Oldham Road,,,,,,,,,,,,,,,,
,,Ripponden,,,,,,,,,,,,,,,,
,,Sowerby Bridge,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX6 4DN,,,,,,,,,,,,,,,,
419674,16/08/2017,"""",403878,4,DEL,21/07/2017,,16/08/2017,16/08/2017,,,4,,,,12,,4
"""1 Nest Estate",19/06/2017,17/00760/HSE,Single storey extension to rear & first floor extension above existing single storey side extension (part retrospective),Q21,,,,,,,,HSE,,,,,,
,,Mytholmroyd,,,,,,,,,,,,,,,,
,,Hebden Bridge,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX7 5BH,,,,,,,,,,,,,,,,
425932,16/08/2017,"""",400692,1,DEL,01/08/2017,11/07/2017,04/08/2017,04/08/2017,,,1,,,,7,,1
"""Bankhouse Wood",16/06/2017,17/20097/TPO,Prune trees (Tree Preservation Order),TPO,,,,,,,,TPO,,,,,,
,,Dudwell Lane,,,,,,,,,,,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
422797,11/08/2017,"""",409556,4,DEL,14/07/2017,22/06/2017,07/08/2017,07/08/2017,,,4,,,,13,,4
"""The Ridings",10/03/2017,17/00318/FUL,/Demolition of existing dwelling to facilitate residential development of three dwellings,Q13,,,,,,,,FUL,,,,,,
,,57 Hullen Edge Hall,,,,,,,,,,,,,,,,
,,Hullen Edge Lane,,,,,,,,,,,,,,,,
,,Elland,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX5 0QS,,,,,,,,,,,,,,,,
420665,27/06/2017,"""",409562,1,DEL,06/06/2017,10/05/2017,11/07/2017,11/07/2017,,,1,,,,3,,1
"""Land North East Of The Top Yard",13/03/2017,17/00310/FUL,Agricultural storage  building (Part Retrospective),Q18,,,,,,,,FUL,,,,,,
,,Birkhouse Road,,,,,,,,,,,,,,,,
,,Bailiff Bridge,,,,,,,,,,,,,,,,
,,Brighouse,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
424819,31/05/2017,"""",415405,1,DEL,14/06/2017,31/05/2017,30/06/2017,30/06/2017,,,1,,,,5,,1
"""Elland Fire Station",15/03/2017,17/00336/FUL,Replacement cladding,Q18,,,,,,,,FUL,,,,,,
,,South Lane,,,,,,,,,,,,,,,,
,,Elland,,,,,,,,,,,,,,,,
,,West Yorkshire,,,,,,,,,,,,,,,,
,,HX5 0HQ,,,,,,,,,,,,,,,,
420558,02/06/2017,"""",411043,1,DEL,29/05/2017,27/04/2017,01/06/2017,01/06/2017,,,1,,,,3,,1
"""22 Wood Top",17/03/2017,17/00296/HSE,Extension to front elevation,Q21,,,,,,,,HSE,,,,,,
,,Brighouse,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HD6 2QL,,,,,,,,,,,,,,,,
424201,31/05/2017,"""",413084,1,DEL,14/06/2017,26/04/2017,30/05/2017,30/05/2017,,,1,,,,1,,1
"""157 Ravenstone Drive",17/03/2017,17/00353/HSE,Single storey extension to South East elevation and single storey extension to North West and North East elevation,Q21,,,,,,,,HSE,,,,,,
,,West Vale,,,,,,,,,,,,,,,,
,,Elland,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX4 8DY,,,,,,,,,,,,,,,,
420561,02/06/2017,"""",409309,1,DEL,14/06/2017,27/04/2017,06/06/2017,06/06/2017,,,1,,,,4,,1
"""15A Wheatley Road",17/03/2017,17/00357/HSE,Detached garage and shed,Q21,,,,,,,,HSE,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,West Yorkshire,,,,,,,,,,,,,,,,
,,HX3 5EJ,,,,,,,,,,,,,,,,
426334,12/05/2017,"""",408024,1,DEL,02/05/2017,05/04/2017,09/05/2017,10/05/2017,,,1,,,,9,,1
"""Land Adjacent To Rose Terrace And",17/03/2017,17/20035/TPO,Management of trees (Pruning and Removal) (Tree Preservation Order),TPO,,,,,,,,TPO,,,,,,
,,Rocks View,,,,,,,,,,,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
423740,12/05/2017,"""",408040,4,DEL,18/04/2017,20/03/2017,04/05/2017,04/05/2017,,,4,,,,14,,4
"""Mackintosh Homes",01/03/2017,17/22018/TCA,Prune four trees (Tree in a Conservation Area),TCA,,,,,,,,TCA,,,,,,
,,Skircoat Moor Road,,,,,,,,,,,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
423786,12/04/2017,"""",408161,40,DEL,14/04/2017,,13/04/2017,13/04/2017,,,40,,,,14,,40
"""The White House",02/03/2017,17/20036/TPO,Prune one tree (Tree Preservation Order),TPO,,,,,,,,TPO,,,,,,
,,Bramley Lane,,,,,,,,,,,,,,,,
,,Hipperholme,,,,,,,,,,,,,,,,
,,Brighouse,,,,,,,,,,,,,,,,
,,West Yorkshire,,,,,,,,,,,,,,,,
,,HX3 8JJ,,,,,,,,,,,,,,,,
425782,19/05/2017,"""",412499,4,DEL,05/05/2017,11/04/2017,09/05/2017,10/05/2017,,,4,,,,5,,4
"""119 Ravenstone Drive",22/03/2017,17/00366/HSE,Construction of decking platform and enlargement of window.,Q21,,,,,,,,HSE,,,,,,
,,West Vale,,,,,,,,,,,,,,,,
,,Elland,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX4 8DY,,,,,,,,,,,,,,,,
420578,23/08/2017,"""",409387,1,DEL,28/07/2017,03/07/2017,22/08/2017,22/08/2017,,,1,,,,4,,1
"larger bi fold doors to rear""",08/02/2017,16/01251/NMA,"""Non material amendment to 16/01251",NMA,,,,,,,,NMA,,,,,,
,,Brighouse,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HD6 2FA,,,,,,,,,,,,,,,,
423748,01/03/2017,"""",413632,NMAA,DEL,,,22/02/2017,22/02/2017,,,NMAA,,,,1,,
"""The Old Sunday School",10/02/2017,17/22013/TCA,Fell six trees (Tree in a Conservation Area),TCA,,,,,,,,TCA,,,,,,
,,2 Mill Bank Road,,,,,,,,,,,,,,,,
,,Triangle,,,,,,,,,,,,,,,,
,,Sowerby Bridge,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX6 3DY,,,,,,,,,,,,,,,,
421435,24/03/2017,"""",403596,40,DEL,24/02/2017,,21/03/2017,21/03/2017,,,40,,,,12,,40
"""Mytholmroyd Station",22/02/2017,17/00223/192,Creation of a 203 space car park in an area of operational railway land.  (Lawful Development Certificate),,,,,,,,,192,,,,,,
,,New Road,,,,,,,,,,,,,,,,
,,Mytholmroyd,,,,,,,,,,,,,,,,
,,Hebden Bridge,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
425881,,"""",401245,APPRET,,,,,,,,,,,,7,,
"""80 Bradley View",23/02/2017,17/00228/192,Single storey extension to rear (Lawful development certificate),Q26,,,,,,,,192,,,,,,
,,Holywell Green,,,,,,,,,,,,,,,,
,,Elland,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX4 9EA,,,,,,,,,,,,,,,,
419900,28/04/2017,"""",408555,38,DEL,17/03/2017,,13/04/2017,13/04/2017,,,38,,,,4,,38
"""22 Clare Road",27/02/2017,17/00233/COU,Change of use of 2nd floor from D1 (clinic) to C3 (residential),Q20,,,,,,,,COU,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,West Yorkshire,,,,,,,,,,,,,,,,
,,HX1 2HX,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
424850,24/04/2017,"""",409366,1,DEL,14/04/2017,15/03/2017,24/04/2017,24/04/2017,,,1,,,,16,,1
"""The Courtyard",06/03/2017,17/00287/COU,Change of use from retail (A1) to Mixed use of restaurant/bar (A3/A4) (Retrospective),Q20,,,,,,,,COU,,,,,,
,,Bridge Gate,,,,,,,,,,,,,,,,
,,Hebden Bridge,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX7 8EX,,,,,,,,,,,,,,,,
427221,19/05/2017,"""",399219,PCO,,04/07/2017,07/04/2017,,,,,,,,,2,,
"""382 Saddleworth Road",10/03/2017,17/00316/HSE,Two storey extension to front,Q21,,,,,,,,HSE,,,,,,
,,Greetland,,,,,,,,,,,,,,,,
,,Elland,,,,,,,,,,,,,,,,
,,West Yorkshire,,,,,,,,,,,,,,,,
,,HX4 8NF,,,,,,,,,,,,,,,,
420985,08/05/2017,"""",408184,1,DEL,21/04/2017,30/03/2017,08/05/2017,08/05/2017,,,1,,,,4,,1
"""5 Park Place",13/03/2017,17/00324/HSE,Single storey rear extension,Q21,,,,,,,,HSE,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,West Yorkshire,,,,,,,,,,,,,,,,
,,HX1 3XS,,,,,,,,,,,,,,,,
424694,08/05/2017,"""",408045,1,DEL,21/04/2017,31/03/2017,04/05/2017,04/05/2017,,,1,,,,10,,1
"""Barkisland Hall",16/03/2017,17/00342/HSE,Demolition and relocation of existing garden wall and associated external works (Part Retrospective),Q21,,,,,,,,HSE,,,,,,
,,Stainland Road,,,,,,,,,,,,,,,,
,,Barkisland,,,,,,,,,,,,,,,,
,,Sowerby Bridge,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX4 0AG,,,,,,,,,,,,,,,,
419933,06/06/2017,"""",406070,1,DEL,16/06/2017,02/05/2017,06/06/2017,06/06/2017,,,1,,,,12,,1
"""3 Brook Street",15/03/2017,17/00333/FUL,Change of Use from Class A5 Hot Food Takeaway to Class A4 Drinking Establishment.(Micropub),Q20,,,,,,,,FUL,,,,,,
,,Todmorden,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,OL14 5AJ,,,,,,,,,,,,,,,,
424167,30/05/2017,"""",393722,1,DEL,30/05/2017,25/04/2017,13/06/2017,13/06/2017,,,1,,,,15,,1
"""Upper Butterworth End",17/03/2017,17/00347/LBC,Porch to South elevation (Application to Regularise Works Already Undertaken),Q23,,,,,,,,LBC,,,,,,
,,Butterworth End Lane,,,,,,,,,,,,,,,,
,,Norland,,,,,,,,,,,,,,,,
,,Sowerby Bridge,,,,,,,,,,,,,,,,
,,West Yorkshire,,,,,,,,,,,,,,,,
,,HX6 3SD,,,,,,,,,,,,,,,,
421314,12/05/2017,"""",405326,13,DEL,04/05/2017,04/04/2017,09/05/2017,10/05/2017,,,13,,,,4,,13
"""Dickies Tiles",23/03/2017,17/00376/FUL,Extension to rear,Q18,,,,,,,,FUL,,,,,,
,,Aachen Way,,,,,,,,,,,,,,,,
,,King Cross,,,,,,,,,,,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,West Yorkshire,,,,,,,,,,,,,,,,
,,HX1 3ND,,,,,,,,,,,,,,,,
424339,02/06/2017,"""",408072,1,DEL,19/05/2017,27/04/2017,02/06/2017,02/06/2017,,,1,,,,10,,1
"""Archways",08/03/2017,16/01250/DISC1,Submission of details to comply with conditions on 15/01250/HSE,DISC,,,,,,,,DISC1,,,,,,
,,Lower Road,,,,,,,,,,,,,,,,
,,Scammonden,,,,,,,,,,,,,,,,
,,Sowerby Bridge,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX4 0ED,,,,,,,,,,,,,,,,
416908,03/05/2017,"""",404812,PCOMP,,,,24/05/2017,24/05/2017,,,PCOMP,,,,12,,
6,10/03/2017,16/00132/DISC1,"""Submission of information to Discharge Conditions on application 16/00132 - Conditions 3",DISC,"9  14""",,,,,,,DISC1,,,,,,8
,,Huddersfield Road,,,,,,,,,,,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,West Yorkshire,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
424066,05/05/2017,"""",409506,PCO,,01/06/2017,,,,,,,,,,13,,
"""Land Off",31/03/2017,17/00432/OUT,Residential development of two detached houses (Outline),Q13,,,,,,,,OUT,,,,,,
,,Healey Wood Road,,,,,,,,,,,,,,,,
,,Brighouse,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
421721,13/09/2017,"""",414375,PCO,,29/08/2017,26/07/2017,,,,,,,,,11,,
"Mytholmroyd.""",03/04/2017,17/00434/FUL,"""Proposed demolition of three buildings and construction of temporary flood wall at Nos. 4-8 Burnley Road",Q18,,,,,,,,FUL,,,,,,
,,Mytholmroyd,,,,,,,,,,,,,,,,
,,Hebden Bridge,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX7 5LH,,,,,,,,,,,,,,,,
426018,29/05/2017,"""",401270,1,DEL,24/05/2017,26/04/2017,26/05/2017,26/05/2017,,,1,,,,7,,1
"""Throstle Bower Farm",03/04/2017,17/00435/FUL,Agricultural building for equipment and livestock,Q18,,,,,,,,FUL,,,,,,
,,Heys Lane,,,,,,,,,,,,,,,,
,,Wainstalls,,,,,,,,,,,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX2 7TR,,,,,,,,,,,,,,,,
428568,27/06/2017,"""",403039,1,DEL,07/06/2017,17/05/2017,26/06/2017,26/06/2017,,,1,,,,7,,1
"""8 Knowles Road",03/04/2017,17/00439/192,Demolition of existing lean-to to facilitate single storey sun room extension (Lawful Development Certificate),Q26,,,,,,,,192,,,,,,
,,Brighouse,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HD6 3RN,,,,,,,,,,,,,,,,
421720,15/06/2017,"""",414537,44,DEL,28/04/2017,,15/06/2017,15/06/2017,,,44,,,,11,,44
"""3 Hullett Close",13/06/2017,17/00737/HSE,Two storey side extension,Q21,,,,,,,,HSE,,,,,,
,,Mytholmroyd,,,,,,,,,,,,,,,,
,,Hebden Bridge,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX7 5QP,,,,,,,,,,,,,,,,
426413,11/09/2017,"""",401801,PCO,,15/08/2017,25/07/2017,,,,,,,,,7,,
"""40 Pinnar Lane",19/06/2017,17/00740/HSE,Two storey side extension,Q21,,,,,,,,HSE,,,,,,
,,Southowram,,,,,,,,,,,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,West Yorkshire,,,,,,,,,,,,,,,,
,,HX3 9QT,,,,,,,,,,,,,,,,
423791,17/08/2017,"""",411088,1,DEL,21/07/2017,27/06/2017,03/08/2017,03/08/2017,,,1,,,,16,,1
"""99 Highfield Road",22/06/2017,17/00782/CON,Part conversion of laundrette (A1) to takeaway (A5),Q18,,,,,,,,CON,,,,,,
,,Rastrick,,,,,,,,,,,,,,,,
,,Brighouse,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HD6 3JA,,,,,,,,,,,,,,,,
421703,23/08/2017,"""",413301,PCO,,11/08/2017,20/07/2017,,,,,,,,,11,,
"""12 Lower Hathershelf",22/06/2017,17/00783/LBC,Internal and External Alterations (Listed Building Consent),Q23,,,,,,,,LBC,,,,,,
,,Hathershelf Lane,,,,,,,,,,,,,,,,
,,Mytholmroyd,,,,,,,,,,,,,,,,
,,Hebden Bridge,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX2 6JH,,,,,,,,,,,,,,,,
425230,17/08/2017,"""",402610,3,DEL,02/08/2017,27/06/2017,07/08/2017,07/08/2017,,,3,,,,7,,3
"""11 Tillotson Holme",27/06/2017,17/00797/HSE,Balcony to rear of property at first floor level.,Q21,,,,,,,,HSE,,,,,,
,,Luddenden Foot,,,,,,,,,,,,,,,,
,,Sowerby Bridge,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX2 6AF,,,,,,,,,,,,,,,,
425096,29/08/2017,"""",403693,PCO,,11/08/2017,11/07/2017,,,,,,,,,7,,
"single storey rear extension and porch to front""",04/07/2017,17/00829/HSE,"""Demolition of existing sun room to facilitate two storey side extension",Q21,,,,,,,,HSE,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,West Yorkshire,,,,,,,,,,,,,,,,
,,HX2 0NT,,,,,,,,,,,,,,,,
425593,29/08/2017,"""",406109,1,DEL,04/08/2017,10/07/2017,23/08/2017,23/08/2017,,,1,,,,17,,1
"""The Piece Hall",04/07/2017,17/00832/LBC,Installation of 55 aluminium hanging signs (Listed Building Consent),Q23,,,,,,,,LBC,,,,,,
,,Piece Hall,,,,,,,,,,,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,West Yorkshire,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
425069,29/08/2017,"""",409539,3,DEL,28/07/2017,,31/07/2017,31/07/2017,,,3,,,,16,,3
"""2 Spring Hall House",04/07/2017,17/00226/DISC1,Submiision of details to discharge condition 3 on application 17/00226,DISC,,,,,,,,DISC1,,,,,,
,,Pellon New Road,,,,,,,,,,,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX1 4GQ,,,,,,,,,,,,,,,,
425904,29/08/2017,"""",407619,PCO,,24/07/2017,,,,,,,,,,17,,
removal of existing flat roof and replacement with pitched roof,13/07/2017,17/00871/HSE,"""Single storey extension to existing lean-to element of the dwelling",Q21,,,,,,,,HSE,,,,,,
,,Walker Lane,,,,,,,,,,,,,,,,
,,Wadsworth,,,,,,,,,,,,,,,,
,,Hebden Bridge,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX7 8SJ,,,,,,,,,,,,,,,,
427959,07/09/2017,"""",400143,PCO,,25/08/2017,,,,,,,,,,2,,
"""1 Rockcliffe Mount",24/03/2017,17/00390/OUT,Dwelling (Outline Application),Q13,,,,,,,,OUT,,,,,,
,,Burnley Road,,,,,,,,,,,,,,,,
,,Luddenden Foot,,,,,,,,,,,,,,,,
,,Sowerby Bridge,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX2 6AJ,,,,,,,,,,,,,,,,
425348,25/05/2017,"""",403572,7,DEL,03/05/2017,12/04/2017,25/05/2017,25/05/2017,,,7,,,,7,,7
"""Grounds Of Slead Hall",09/03/2017,17/20040/TPO,Prune eight trees and fell one tree (Tree Preservation Order),TPO,,,,,,,,TPO,,,,,,
,,Halifax Road,,,,,,,,,,,,,,,,
,,Brighouse,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
423820,04/05/2017,"""",413710,4,DEL,27/04/2017,29/03/2017,02/05/2017,02/05/2017,,,4,,,,1,,4
"food and drink (A3 use) and hot food takeaways (A5 use)(part retrospective)""",23/03/2017,17/00455/FUL,"""New detached building housing four units for use as shops (A1 use)",Q18,,,,,,,,FUL,,,,,,
,,Queens Road,,,,,,,,,,,,,,,,
,,King Cross,,,,,,,,,,,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX1 3XY,,,,,,,,,,,,,,,,
424706,30/06/2017,"""",407956,PCO,,17/07/2017,15/06/2017,,,,,,,,,10,,
"""9 Ringstone",06/04/2017,17/20048/TPO,Prune trees (Tree Preservation Order),TPO,,,,,,,,TPO,,,,,,
,,Barkisland,,,,,,,,,,,,,,,,
,,Sowerby Bridge,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX4 0EU,,,,,,,,,,,,,,,,
418318,01/06/2017,"""",405464,4,DEL,19/05/2017,26/04/2017,30/05/2017,30/05/2017,,,4,,,,12,,4
,12/04/2017,17/00490/HSE,"""Two-storey side extension and change of use of enclosed amenity space to form single storey granny annex (amended scheme to permissions 12/00913/HSE and 13/00813/HSE) (Part Retrospective)",Q21,,,,,,,,HSE,,,,,,
,,"""",,,,,,,,,,,,,,,,
,,Blackstone Edge Road,,,,,,,,,,,,,,,,
